t,x,y,theta_deg,idx,target_x,target_y,v,w,danger,stop_emergency,ps0_raw,ps1_raw,ps2_raw,ps3_raw,ps4_raw,ps5_raw,ps6_raw,ps7_raw,ps0_kf,ps1_kf,ps2_kf,ps3_kf,ps4_kf,ps5_kf,ps6_kf,ps7_kf
23.272000000000002,-0.23307070980486974,0.3259748155911378,56.93954049098784,29,-0.17500000000000004,0.3999999999999999,0.09489451257831567,-0.1763740280272641,0,0,68,67,71,71,66,65,68,65,67.8,67.2,67.9,68.2,66.1,65.3,68.3,68.4
23.28,-0.2326493254691707,0.32662219399302306,56.93954049098755,29,-0.17500000000000004,0.3999999999999999,0.09481097034241127,-0.1778321151082738,0,0,66,63,70,63,71,73,68,70,67.6,66.7,68.2,67.6,66.8,66.4,68.3,68.7
23.288,-0.23226238658154386,0.3272151876035638,56.810132444417334,29,-0.17500000000000004,0.3999999999999999,0.094992972134056,-0.17465558459954456,0,0,69,69,65,69,65,69,67,66,67.8,67.2,67.9,67.8,66.7,66.7,68.2,68.4
23.296,-0.23183954115529565,0.3278616126178547,56.81013244441704,29,-0.17500000000000004,0.3999999999999999,0.09490891328307174,-0.1761226883146629,0,0,68,62,73,64,64,59,68,71,67.8,66.5,68.7,67.4,66.4,65.8,68.3,68.8
23.304000000000002,-0.2313806680619404,0.3285613886250845,56.68072439784654,29,-0.17500000000000004,0.3999999999999999,0.09507624688248377,-0.17320216605570993,0,0,68,67,68,63,67,73,68,65,67.9,66.6,68.6,66.9,66.5,66.8,68.3,68.4
23.312,-0.23099105446459064,0.32915262831392494,56.55131635127633,29,-0.17500000000000004,0.3999999999999999,0.0952583571962912,-0.17002374147793042,0,0,67,67,68,72,69,66,71,68,67.9,66.7,68.6,67.6,67.0,66.7,68.8,68.4
23.32,-0.23056529333581477,0.329797136665169,56.55131635127633,29,-0.17500000000000004,0.3999999999999999,0.09517441188823854,-0.17148886349505,0,0,60,67,64,69,69,61,68,67,66.9,66.9,68.0,67.9,67.3,66.0,68.8,68.3
23.328,-0.23017434536147294,0.3303874948668214,56.42190830470582,29,-0.17500000000000004,0.3999999999999999,0.09535602802960197,-0.16831906385349063,0,0,64,70,63,66,66,65,64,65,66.6,67.4,67.4,67.7,67.2,65.9,68.2,68.0
23.336000000000002,-0.22974712963559227,0.33103103995239047,56.42190830470582,29,-0.17500000000000004,0.3999999999999999,0.09527153011235841,-0.1697938307204685,0,0,64,65,68,69,69,70,68,63,66.4,67.0,67.5,67.9,67.5,66.5,68.2,67.4
23.344,-0.22928352557730994,0.3317276906921764,56.29250025813562,29,-0.17500000000000004,0.3999999999999999,0.09543836102612943,-0.16688208198105325,0,0,64,68,64,67,69,64,65,67,66.2,67.3,67.1,67.9,67.8,66.2,67.8,67.4
23.352,-0.22888991483875804,0.33231627688925935,56.163092211564816,29,-0.17500000000000004,0.3999999999999999,0.09562006934628231,-0.1637106735161178,0,0,70,67,68,76,66,69,65,72,66.7,67.3,67.3,69.0,67.6,66.6,67.5,68.0
23.36,-0.2284597964640871,0.33295788559974454,56.16309221156511,29,-0.17500000000000004,0.3999999999999999,0.09553566612741031,-0.16518378758471552,0,0,64,67,62,67,68,69,69,60,66.4,67.4,66.7,68.8,67.7,67.0,67.8,67.0
23.368000000000002,-0.22802967808941624,0.3335994943102296,56.16309221156511,29,-0.17500000000000004,0.3999999999999999,0.09544973369942046,-0.1666835913873712,0,0,67,69,66,67,72,68,70,67,66.5,67.6,66.7,68.7,68.4,67.3,68.2,67.0
23.376,-0.227598111677867,0.3342401299211839,55.9042761184241,29,-0.17500000000000004,0.3999999999999999,0.09588222837113233,-0.1591351353686672,0,0,71,63,68,66,72,65,70,70,67.2,67.1,66.9,68.4,68.9,67.0,68.4,67.5
23.384,-0.22716509943097044,0.33487978916456074,55.9042761184241,29,-0.17500000000000004,0.3999999999999999,0.09579790787504645,-0.16060680565228092,0,0,68,70,64,58,61,69,67,61,67.4,67.5,66.7,67.1,68.0,67.4,68.3,66.7
23.392,-0.22673208718407378,0.3355194484079377,55.90427611842439,29,-0.17500000000000004,0.3999999999999999,0.09571201669017462,-0.16210588962673333,0,0,70,67,68,64,66,65,70,68,67.8,67.5,66.9,66.8,67.9,67.1,68.5,66.9
23.400000000000002,-0.22633449737544034,0.33610535409059555,55.7748680718536,29,-0.17500000000000004,0.3999999999999999,0.09589179594485996,-0.15896814970569295,0,0,64,62,76,66,68,65,65,62,67.4,66.9,68.1,66.8,67.9,66.9,68.1,66.3
23.408,-0.22586305578153046,0.3367967250471969,55.645460025283384,29,-0.17500000000000004,0.3999999999999999,0.0960580929494089,-0.15606571944010983,0,0,63,66,76,68,68,67,68,64,66.9,66.9,69.1,67.0,68.0,67.0,68.2,66.1
23.416,-0.2254271584980221,0.33743442177122,55.645460025283384,29,-0.17500000000000004,0.3999999999999999,0.09597222581849019,-0.15756438359388247,0,0,66,72,65,72,68,66,59,70,66.8,67.6,68.7,67.7,68.1,66.9,67.1,66.7
23.424,-0.2250269261057609,0.33801852549239036,55.51605197871288,29,-0.09999999999999987,0.475,0.0891926938559874,-0.2758895380837487,0,0,65,68,67,71,67,70,63,67,66.6,67.8,68.5,68.3,68.0,67.4,66.6,66.8
23.432000000000002,-0.22462537548085026,0.33860172376102093,55.38664393214237,29,-0.09999999999999987,0.475,0.08939161334957378,-0.27241773797426666,0,0,68,66,66,61,65,62,67,73,66.9,67.6,68.2,67.4,67.7,66.8,66.7,67.7
23.44,-0.2242225086717025,0.3391840136020684,55.257235885572165,29,-0.09999999999999987,0.475,0.08959106271083865,-0.26893668992919495,0,0,68,66,75,68,61,66,67,71,67.0,67.5,69.2,67.6,66.9,66.7,66.9,68.2
23.448,-0.22381832773344426,0.3397653920451233,55.127827839001654,29,-0.09999999999999987,0.475,0.08979104814929532,-0.26544628557208155,0,0,67,67,71,65,68,68,69,64,67.1,67.5,69.5,67.3,67.1,67.0,67.2,67.8
