tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
21.232,-0.9218,0.1651,2.98,104,0.0,AVOID,0.1352,0.1278,64.6777,64.8096,1.3281
21.248,-0.9218,0.1651,1.56,104,0.0,FOLLOW_PATH,0.141,0.1309,64.7091,64.7782,1.3281
21.264,-0.9218,0.1651,1.56,104,0.06,FOLLOW_PATH,0.139,0.1328,64.7091,64.7782,1.3281
21.28,-0.9216,0.1651,4.4,104,0.06,FOLLOW_PATH,0.1325,0.1325,64.6589,64.8536,1.3284
21.296,-0.9213,0.1652,7.23,104,0.0599,FOLLOW_PATH,0.116,0.1284,64.6086,64.9289,1.3287
21.312,-0.921,0.1652,9.93,104,0.0599,FOLLOW_PATH,0.1141,0.1249,64.5647,65.0043,1.329
21.328,-0.9208,0.1653,12.62,104,0.0599,FOLLOW_PATH,0.1112,0.1215,64.5144,65.0734,1.3292
21.344,-0.9206,0.1653,15.18,104,0.0598,FOLLOW_PATH,0.1075,0.118,64.4705,65.1424,1.3294
21.36,-0.9203,0.1654,17.59,104,0.0598,FOLLOW_PATH,0.1038,0.1145,64.4328,65.2115,1.3298
21.376,-0.92,0.1655,20.14,104,0.0597,FOLLOW_PATH,0.1011,0.1111,64.3888,65.2806,1.33
21.392,-0.9198,0.1656,22.41,104,0.0596,FOLLOW_PATH,0.099,0.1081,64.3512,65.3434,1.3303
21.408,-0.9195,0.1657,24.68,104,0.0596,FOLLOW_PATH,0.0997,0.1059,64.3135,65.4062,1.3305
21.424,-0.9193,0.1658,26.95,104,0.0595,FOLLOW_PATH,0.0974,0.1037,64.2758,65.469,1.3308
21.44,-0.919,0.166,29.08,104,0.0593,FOLLOW_PATH,0.0967,0.1018,64.2444,65.5318,1.3311
21.456,-0.9189,0.166,31.21,104,0.0,AVOID,0.0931,0.0996,64.2067,65.5883,1.3313
21.472,-0.9189,0.166,31.21,104,0.0,AVOID,0.0955,0.0987,64.2067,65.5883,1.3313
21.488,-0.9189,0.166,29.79,104,0.0,AVOID,0.094,0.0976,64.2381,65.5569,1.3313
21.504,-0.9189,0.166,28.37,104,0.0,AVOID,0.0954,0.0971,64.2695,65.5255,1.3313
21.52,-0.9189,0.166,26.95,104,0.0,AVOID,0.0942,0.0964,64.3009,65.4941,1.3313
21.536,-0.9188,0.1661,25.39,104,0.0,AVOID,0.1007,0.0974,64.3386,65.4627,1.3314
21.552,-0.9188,0.1661,23.97,104,0.0,AVOID,0.0992,0.0978,64.37,65.4313,1.3314
21.568,-0.9188,0.1661,22.55,104,0.0,AVOID,0.1005,0.0984,64.4014,65.3999,1.3314
21.584,-0.9189,0.1661,20.99,104,0.0,AVOID,0.103,0.0995,64.4328,65.3622,1.3314
21.6,-0.9189,0.1661,19.58,104,0.0,AVOID,0.1002,0.0997,64.4642,65.3308,1.3314
21.616,-0.9189,0.1661,18.16,104,0.0,AVOID,0.1044,0.1008,64.4956,65.2994,1.3314
21.632,-0.9189,0.1661,16.74,104,0.0,AVOID,0.1062,0.1021,64.527,65.268,1.3314
21.648,-0.9189,0.1661,15.32,104,0.0,AVOID,0.1032,0.1023,64.5584,65.2366,1.3314
21.664,-0.9189,0.1661,13.9,104,0.0,AVOID,0.1101,0.1042,64.5898,65.2052,1.3314
21.68,-0.9189,0.1661,12.48,104,0.0,AVOID,0.1091,0.1053,64.6212,65.1738,1.3314
21.696,-0.9188,0.1661,10.92,104,0.0,AVOID,0.1065,0.1055,64.6589,65.1424,1.3315
21.712,-0.9188,0.1661,9.5,104,0.0,AVOID,0.1107,0.1067,64.6903,65.111,1.3315
21.728,-0.9188,0.1661,8.09,104,0.0,AVOID,0.114,0.1084,64.7217,65.0796,1.3315
21.744,-0.9189,0.1661,6.53,104,0.0,AVOID,0.1158,0.1102,64.7531,65.042,1.3316
21.76,-0.9189,0.1661,5.11,104,0.0,AVOID,0.12,0.1125,64.7845,65.0106,1.3316
21.776,-0.9189,0.1661,3.69,104,0.0,AVOID,0.126,0.1156,64.8159,64.9792,1.3316
21.792,-0.9189,0.1661,2.27,104,0.0,AVOID,0.1316,0.1194,64.8473,64.9478,1.3316
21.808,-0.9189,0.1661,0.85,104,0.0,AVOID,0.1383,0.1238,64.8787,64.9164,1.3316
21.824,-0.9189,0.1661,-0.57,104,0.0,AVOID,0.1371,0.1269,64.9101,64.885,1.3316
21.84,-0.9189,0.1661,-1.99,104,0.0,AVOID,0.1377,0.1294,64.9415,64.8536,1.3316
21.856,-0.9189,0.1661,-3.4,104,0.0,FOLLOW_PATH,0.1405,0.132,64.9729,64.8222,1.3316
21.872,-0.9189,0.1661,-3.4,104,0.0593,FOLLOW_PATH,0.1397,0.1338,64.9729,64.8222,1.3316
21.888,-0.9186,0.166,-0.28,104,0.0593,FOLLOW_PATH,0.15,0.1374,64.9164,64.9038,1.3318
21.904,-0.9183,0.1661,2.7,104,0.0593,FOLLOW_PATH,0.1294,0.1353,64.8661,64.9854,1.3321
21.92,-0.9181,0.1661,5.67,104,0.0593,FOLLOW_PATH,0.1163,0.1307,64.8096,65.0608,1.3323
21.936,-0.9178,0.1661,8.51,104,0.0593,FOLLOW_PATH,0.1145,0.1267,64.7594,65.1362,1.3326
21.952,-0.9175,0.1662,11.21,104,0.0593,FOLLOW_PATH,0.1108,0.1227,64.7154,65.2115,1.3329
21.968,-0.9173,0.1662,14.04,104,0.0593,FOLLOW_PATH,0.1085,0.1192,64.6652,65.2869,1.3332
21.984,-0.917,0.1663,16.6,104,0.0593,FOLLOW_PATH,0.1019,0.115,64.6212,65.356,1.3334
22.0,-0.9168,0.1664,19.15,104,0.0592,FOLLOW_PATH,0.1021,0.1118,64.5772,65.425,1.3337
22.016,-0.9165,0.1665,21.7,104,0.0592,FOLLOW_PATH,0.0976,0.1083,64.5333,65.4941,1.3339
22.032,-0.9163,0.1666,23.97,104,0.0591,FOLLOW_PATH,0.0985,0.1058,64.4956,65.5569,1.3342
22.048,-0.9161,0.1667,26.53,104,0.059,FOLLOW_PATH,0.0961,0.1033,64.4516,65.626,1.3345
22.064,-0.9158,0.1668,28.8,104,0.0589,FOLLOW_PATH,0.0948,0.1011,64.414,65.6888,1.3347
22.08,-0.9156,0.1669,30.92,104,0.0,AVOID,0.0919,0.0987,64.3826,65.7516,1.335
22.096,-0.9156,0.1669,30.92,104,0.0,AVOID,0.0912,0.097,64.3826,65.7516,1.335
22.112,-0.9156,0.1669,29.51,104,0.0,AVOID,0.0936,0.0962,64.414,65.7202,1.335
22.128,-0.9156,0.1669,27.94,104,0.0,AVOID,0.0922,0.0953,64.4454,65.6825,1.3351
22.144,-0.9156,0.1669,26.53,104,0.0,AVOID,0.0951,0.0952,64.4768,65.6511,1.3351
22.16,-0.9156,0.1669,25.11,104,0.0,AVOID,0.0991,0.0961,64.5082,65.6197,1.3351
22.176,-0.9156,0.1669,23.69,104,0.0,AVOID,0.0983,0.0967,64.5396,65.5883,1.3351
22.192,-0.9156,0.1669,22.27,104,0.0,AVOID,0.0958,0.0964,64.571,65.5569,1.3351
22.208,-0.9156,0.1669,20.85,104,0.0,AVOID,0.103,0.098,64.6024,65.5255,1.3351
22.224,-0.9156,0.1669,19.43,104,0.0,AVOID,0.1034,0.0993,64.6338,65.4941,1.3351
22.24,-0.9156,0.1669,18.02,104,0.0,AVOID,0.1044,0.1005,64.6652,65.4627,1.3351
22.256,-0.9156,0.1669,16.45,104,0.0,AVOID,0.1077,0.1021,64.7028,65.4313,1.3352
22.272,-0.9156,0.1669,15.04,104,0.0,AVOID,0.1049,0.1027,64.7342,65.3999,1.3352
22.288,-0.9156,0.1669,13.48,104,0.0,AVOID,0.1048,0.1033,64.7656,65.3622,1.3352
22.304,-0.9156,0.1669,12.06,104,0.0,AVOID,0.1083,0.1045,64.797,65.3308,1.3352
22.32,-0.9156,0.1669,10.64,104,0.0,AVOID,0.1136,0.1066,64.8284,65.2994,1.3352
22.336,-0.9156,0.1669,9.22,104,0.0,AVOID,0.1099,0.1074,64.8598,65.268,1.3352
22.352,-0.9156,0.1669,7.8,104,0.0,AVOID,0.1113,0.1083,64.8912,65.2366,1.3352
22.368,-0.9156,0.1669,6.38,104,0.0,AVOID,0.115,0.1098,64.9226,65.2052,1.3352
22.384,-0.9156,0.1669,4.96,104,0.0,AVOID,0.1145,0.1109,64.954,65.1738,1.3352
22.4,-0.9156,0.1669,3.55,104,0.0,AVOID,0.1214,0.1134,64.9854,65.1424,1.3352
22.416,-0.9156,0.1669,1.99,104,0.0,AVOID,0.1281,0.1168,65.0231,65.111,1.3353
22.432,-0.9156,0.1669,0.57,104,0.0,AVOID,0.1347,0.121,65.0545,65.0796,1.3353
22.448,-0.9156,0.1669,-0.85,104,0.0,AVOID,0.1393,0.1253,65.0859,65.0482,1.3353
22.464,-0.9156,0.1669,-2.41,104,0.0,AVOID,0.1424,0.1293,65.1173,65.0106,1.3354
22.48,-0.9156,0.1669,-3.83,104,0.0,FOLLOW_PATH,0.137,0.1311,65.1487,64.9792,1.3354
22.496,-0.9156,0.1669,-3.83,104,0.0588,FOLLOW_PATH,0.1355,0.1321,65.1487,64.9792,1.3354
22.512,-0.9154,0.1669,-0.43,104,0.0589,FOLLOW_PATH,0.1383,0.1334,65.0859,65.0671,1.3356
22.528,-0.9151,0.1669,2.7,104,0.0589,FOLLOW_PATH,0.1238,0.1309,65.0294,65.1487,1.3359
22.544,-0.9148,0.1669,5.67,104,0.059,FOLLOW_PATH,0.1168,0.1274,64.9792,65.2304,1.3362
22.56,-0.9146,0.167,8.65,104,0.059,FOLLOW_PATH,0.1096,0.1231,64.9226,65.3057,1.3364
22.576,-0.9143,0.167,11.49,104,0.059,FOLLOW_PATH,0.1093,0.1196,64.8724,65.3811,1.3366
22.592,-0.9141,0.1671,14.33,104,0.059,FOLLOW_PATH,0.1068,0.1164,64.8222,65.4564,1.3369
22.608,-0.9138,0.1672,17.02,104,0.0589,FOLLOW_PATH,0.1039,0.1133,64.7782,65.5318,1.3372
22.624,-0.9136,0.1672,19.72,104,0.0589,FOLLOW_PATH,0.1034,0.1108,64.728,65.6009,1.3374
22.64,-0.9134,0.1673,22.27,104,0.0589,FOLLOW_PATH,0.0999,0.108,64.684,65.67,1.3377
22.656,-0.9131,0.1674,24.68,104,0.0588,FOLLOW_PATH,0.0984,0.1055,64.6463,65.739,1.338
22.672,-0.9128,0.1675,27.24,104,0.0587,FOLLOW_PATH,0.0937,0.1026,64.6024,65.8081,1.3383
22.688,-0.9126,0.1677,29.51,104,0.0587,FOLLOW_PATH,0.0939,0.1003,64.5647,65.8709,1.3385
22.704,-0.9124,0.1678,31.77,104,0.0,AVOID,0.0891,0.0975,64.527,65.9337,1.3388
22.72,-0.9124,0.1678,31.77,104,0.0,AVOID,0.0898,0.0957,64.527,65.9337,1.3388
22.736,-0.9124,0.1678,30.36,104,0.0,AVOID,0.0899,0.0944,64.5584,65.9023,1.3388
22.752,-0.9124,0.1678,28.94,104,0.0,AVOID,0.0932,0.0941,64.5898,65.8709,1.3388
22.768,-0.9124,0.1678,27.52,104,0.0,AVOID,0.0922,0.0937,64.6212,65.8395,1.3388
22.784,-0.9124,0.1678,26.1,104,0.0,AVOID,0.0907,0.093,64.6526,65.8081,1.3388
22.8,-0.9124,0.1678,24.68,104,0.0,AVOID,0.097,0.0939,64.684,65.7767,1.3388
22.816,-0.9124,0.1678,23.26,104,0.0,AVOID,0.0984,0.095,64.7154,65.7453,1.3388
22.832,-0.9124,0.1678,21.85,104,0.0,AVOID,0.0974,0.0955,64.7468,65.7139,1.3388
22.848,-0.9123,0.1678,20.28,104,0.0,AVOID,0.0988,0.0962,64.7845,65.6825,1.3388
22.864,-0.9124,0.1678,18.72,104,0.0,AVOID,0.0989,0.0969,64.8159,65.6448,1.3389
22.88,-0.9124,0.1678,17.31,104,0.0,AVOID,0.1016,0.098,64.8473,65.6134,1.3389
22.896,-0.9124,0.1678,15.89,104,0.0,AVOID,0.1025,0.0991,64.8787,65.582,1.3389
22.912,-0.9124,0.1678,14.47,104,0.0,AVOID,0.1046,0.1004,64.9101,65.5506,1.3389
22.928,-0.9124,0.1678,13.05,104,0.0,AVOID,0.1108,0.1028,64.9415,65.5192,1.3389
22.944,-0.9124,0.1678,11.63,104,0.0,AVOID,0.108,0.104,64.9729,65.4878,1.3389
22.96,-0.9124,0.1678,10.21,104,0.0,AVOID,0.1034,0.1039,65.0043,65.4564,1.3389
22.976,-0.9124,0.1678,8.79,104,0.0,AVOID,0.1082,0.1049,65.0357,65.425,1.3389
22.992,-0.9124,0.1678,7.38,104,0.0,AVOID,0.1104,0.1062,65.0671,65.3936,1.3389
23.008,-0.9123,0.1678,5.82,104,0.0,AVOID,0.1084,0.1067,65.1048,65.3622,1.339
23.024,-0.9123,0.1678,4.4,104,0.0,AVOID,0.1168,0.109,65.1362,65.3308,1.339
23.04,-0.9124,0.1678,2.84,104,0.0,AVOID,0.1227,0.1123,65.1676,65.2932,1.339
23.056,-0.9124,0.1678,1.42,104,0.0,AVOID,0.1269,0.1157,65.199,65.2618,1.339
23.072,-0.9124,0.1678,-0.0,104,0.0,AVOID,0.1379,0.1209,65.2304,65.2304,1.339
23.088,-0.9124,0.1678,-1.42,104,0.0,AVOID,0.1349,0.1242,65.2618,65.199,1.339
23.104,-0.9124,0.1678,-2.84,104,0.0,AVOID,0.1354,0.1268,65.2932,65.1676,1.339
23.12,-0.9124,0.1678,-4.26,104,0.0,AVOID,0.1393,0.1297,65.3246,65.1362,1.339
23.136,-0.9124,0.1678,-2.84,104,0.0,FOLLOW_PATH,0.1376,0.1316,65.2932,65.1676,1.339
23.152,-0.9124,0.1678,-2.84,104,0.0586,FOLLOW_PATH,0.1371,0.1329,65.2932,65.1676,1.339
23.168,-0.9121,0.1678,0.57,104,0.0586,FOLLOW_PATH,0.1324,0.1326,65.2304,65.2555,1.3393
23.184,-0.9119,0.1678,3.69,104,0.0587,FOLLOW_PATH,0.1178,0.1289,65.1738,65.3371,1.3395
23.2,-0.9116,0.1678,6.81,104,0.0587,FOLLOW_PATH,0.1102,0.1243,65.1173,65.4188,1.3398
23.216,-0.9114,0.1679,9.93,104,0.0587,FOLLOW_PATH,0.1062,0.1199,65.0608,65.5004,1.3401
23.232,-0.9111,0.1679,12.77,104,0.0587,FOLLOW_PATH,0.1023,0.1156,65.0106,65.5758,1.3403
23.248,-0.9108,0.168,15.75,104,0.0587,FOLLOW_PATH,0.1019,0.1121,64.9603,65.6574,1.3406
23.264,-0.9106,0.1681,18.44,104,0.0587,FOLLOW_PATH,0.1002,0.1092,64.9101,65.7265,1.3408
23.28,-0.9103,0.1682,21.14,104,0.0587,FOLLOW_PATH,0.0974,0.1062,64.8661,65.8018,1.3411
23.296,-0.9101,0.1683,23.69,104,0.0587,FOLLOW_PATH,0.0957,0.1035,64.8222,65.8709,1.3414
23.312,-0.9098,0.1684,26.24,104,0.0586,FOLLOW_PATH,0.0932,0.1009,64.7782,65.94,1.3417
23.328,-0.9096,0.1685,28.8,104,0.0,AVOID,0.09,0.0982,64.7342,66.0091,1.3419
23.344,-0.9096,0.1685,28.8,104,0.0,AVOID,0.0909,0.0964,64.7342,66.0091,1.3419
23.36,-0.9096,0.1685,27.38,104,0.0,AVOID,0.0927,0.0956,64.7656,65.9777,1.3419
23.376,-0.9096,0.1685,25.96,104,0.0,AVOID,0.0952,0.0955,64.797,65.9463,1.3419
23.392,-0.9096,0.1685,24.54,104,0.0,AVOID,0.0933,0.095,64.8284,65.9149,1.3419
23.408,-0.9096,0.1685,23.12,104,0.0,AVOID,0.0962,0.0953,64.8598,65.8835,1.3419
23.424,-0.9096,0.1685,21.7,104,0.0,AVOID,0.0967,0.0956,64.8912,65.8521,1.3419
23.44,-0.9097,0.1685,20.14,104,0.0,AVOID,0.0974,0.0961,64.9226,65.8144,1.342
23.456,-0.9096,0.1685,18.58,104,0.0,AVOID,0.0984,0.0966,64.9603,65.783,1.3421
23.472,-0.9096,0.1685,17.16,104,0.0,AVOID,0.0997,0.0973,64.9917,65.7516,1.3421
23.488,-0.9096,0.1685,15.75,104,0.0,AVOID,0.1027,0.0986,65.0231,65.7202,1.3421
23.504,-0.9096,0.1685,14.33,104,0.0,AVOID,0.1049,0.1001,65.0545,65.6888,1.3421
23.52,-0.9096,0.1685,12.91,104,0.0,AVOID,0.1067,0.1016,65.0859,65.6574,1.3421
23.536,-0.9096,0.1685,11.49,104,0.0,AVOID,0.1061,0.1026,65.1173,65.626,1.3421
23.552,-0.9096,0.1685,10.07,104,0.0,AVOID,0.1099,0.1043,65.1487,65.5946,1.3421
23.568,-0.9096,0.1685,8.65,104,0.0,AVOID,0.1067,0.1049,65.1801,65.5632,1.3421
23.584,-0.9096,0.1685,7.23,104,0.0,AVOID,0.1138,0.107,65.2115,65.5318,1.3421
23.6,-0.9096,0.1685,5.82,104,0.0,AVOID,0.1109,0.1079,65.2429,65.5004,1.3421
23.616,-0.9097,0.1685,4.26,104,0.0,AVOID,0.1124,0.109,65.2743,65.4627,1.3421
23.632,-0.9096,0.1685,2.7,104,0.0,AVOID,0.1183,0.1111,65.312,65.4313,1.3422
23.648,-0.9096,0.1685,1.28,104,0.0,AVOID,0.1232,0.114,65.3434,65.3999,1.3422
23.664,-0.9096,0.1685,-0.14,104,0.0,AVOID,0.129,0.1175,65.3748,65.3685,1.3422
23.68,-0.9096,0.1685,-1.56,104,0.0,AVOID,0.1412,0.123,65.4062,65.3371,1.3422
23.696,-0.9096,0.1685,-0.14,104,0.0,AVOID,0.1286,0.1243,65.3748,65.3685,1.3422
23.712,-0.9096,0.1685,-1.56,104,0.0,AVOID,0.1374,0.1274,65.4062,65.3371,1.3422
23.728,-0.9096,0.1685,-2.98,104,0.0,AVOID,0.1336,0.1288,65.4376,65.3057,1.3422
23.744,-0.9096,0.1685,-1.56,104,0.0,FOLLOW_PATH,0.1378,0.1309,65.4062,65.3371,1.3422
23.76,-0.9096,0.1685,-1.56,104,0.0586,FOLLOW_PATH,0.1348,0.1318,65.4062,65.3371,1.3422
23.776,-0.9093,0.1685,1.84,104,0.0586,FOLLOW_PATH,0.1176,0.1283,65.3434,65.425,1.3424
23.792,-0.9091,0.1685,4.96,104,0.0587,FOLLOW_PATH,0.1118,0.1242,65.2869,65.5067,1.3427
23.808,-0.9088,0.1685,8.37,104,0.0587,FOLLOW_PATH,0.1064,0.1199,65.2241,65.5946,1.343
23.824,-0.9085,0.1686,11.35,104,0.0588,FOLLOW_PATH,0.1076,0.1168,65.1738,65.6762,1.3433
23.84,-0.9083,0.1686,14.33,104,0.0588,FOLLOW_PATH,0.1074,0.1144,65.1173,65.7516,1.3435
23.856,-0.9081,0.1687,17.16,104,0.0588,FOLLOW_PATH,0.0973,0.1102,65.0671,65.827,1.3437
23.872,-0.9078,0.1688,20.0,104,0.0588,FOLLOW_PATH,0.0957,0.1066,65.0168,65.9023,1.344
23.888,-0.9076,0.1689,22.84,104,0.0588,FOLLOW_PATH,0.0945,0.1036,64.9666,65.9777,1.3442
23.904,-0.9073,0.169,25.53,104,0.0587,FOLLOW_PATH,0.0931,0.1009,64.9226,66.053,1.3446
23.92,-0.9071,0.1691,28.09,104,0.0,AVOID,0.0885,0.0978,64.8787,66.1221,1.3448
23.936,-0.9071,0.1691,28.09,104,0.0,AVOID,0.0902,0.096,64.8787,66.1221,1.3448
23.952,-0.9071,0.1691,26.67,104,0.0,AVOID,0.0883,0.0942,64.9101,66.0907,1.3448
23.968,-0.9071,0.1691,25.25,104,0.0,AVOID,0.0911,0.0935,64.9415,66.0593,1.3448
23.984,-0.9071,0.1691,23.69,104,0.0,AVOID,0.0923,0.0933,64.9729,66.0216,1.3449
24.0,-0.9071,0.1691,22.27,104,0.0,AVOID,0.0938,0.0934,65.0043,65.9902,1.3449
24.016,-0.9071,0.1691,20.85,104,0.0,AVOID,0.0959,0.094,65.0357,65.9588,1.3449
24.032,-0.9071,0.1691,19.43,104,0.0,AVOID,0.0951,0.0943,65.0671,65.9274,1.3449
24.048,-0.9071,0.1691,17.87,104,0.0,AVOID,0.0965,0.0947,65.1048,65.896,1.3449
24.064,-0.9071,0.1691,16.45,104,0.0,AVOID,0.0957,0.095,65.1362,65.8646,1.3449
24.08,-0.9071,0.1691,15.04,104,0.0,AVOID,0.1028,0.0968,65.1676,65.8332,1.3449
24.096,-0.9071,0.1691,13.62,104,0.0,AVOID,0.1023,0.0981,65.199,65.8018,1.3449
24.112,-0.9071,0.1691,12.2,104,0.0,AVOID,0.1018,0.0989,65.2304,65.7704,1.3449
24.128,-0.9071,0.1691,10.78,104,0.0,AVOID,0.1073,0.1009,65.2618,65.739,1.3449
24.144,-0.9071,0.1691,9.22,104,0.0,AVOID,0.1046,0.1018,65.2932,65.7014,1.345
24.16,-0.9071,0.1691,7.8,104,0.0,AVOID,0.1093,0.1036,65.3246,65.67,1.345
24.176,-0.9071,0.1691,6.38,104,0.0,AVOID,0.1075,0.1045,65.356,65.6386,1.345
24.192,-0.9071,0.1691,4.96,104,0.0,AVOID,0.1117,0.1062,65.3874,65.6072,1.345
24.208,-0.9071,0.1691,3.4,104,0.0,AVOID,0.1115,0.1074,65.425,65.5758,1.3451
24.224,-0.9071,0.1691,1.99,104,0.0,AVOID,0.1167,0.1095,65.4564,65.5444,1.3451
24.24,-0.9071,0.1691,0.57,104,0.0,AVOID,0.1197,0.1119,65.4878,65.513,1.3451
24.256,-0.9071,0.1691,-0.85,104,0.0,AVOID,0.1329,0.1168,65.5192,65.4816,1.3451
24.272,-0.9071,0.1691,-2.27,104,0.0,AVOID,0.1371,0.1216,65.5506,65.4502,1.3451
24.288,-0.9071,0.1691,-0.85,104,0.0,AVOID,0.1271,0.1229,65.5192,65.4816,1.3451
24.304,-0.9071,0.1691,-2.27,104,0.0,AVOID,0.1388,0.1266,65.5506,65.4502,1.3451
24.32,-0.9071,0.1691,-3.69,104,0.0,AVOID,0.1407,0.1299,65.582,65.4188,1.3451
24.336,-0.9071,0.1691,-5.11,104,0.0,FOLLOW_PATH,0.1374,0.1317,65.6134,65.3874,1.3451
24.352,-0.9071,0.1691,-5.11,104,0.0587,FOLLOW_PATH,0.1381,0.1332,65.6134,65.3874,1.3451
24.368,-0.9068,0.1691,-1.7,104,0.0588,FOLLOW_PATH,0.1396,0.1345,65.5506,65.4753,1.3453
24.384,-0.9066,0.1691,1.84,104,0.0588,FOLLOW_PATH,0.1187,0.1306,65.4816,65.5632,1.3455
24.4,-0.9063,0.1691,5.11,104,0.0589,FOLLOW_PATH,0.114,0.1265,65.425,65.6511,1.3458
24.416,-0.906,0.1691,8.51,104,0.059,FOLLOW_PATH,0.1077,0.1219,65.3622,65.739,1.3461
24.432,-0.9058,0.1692,11.63,104,0.059,FOLLOW_PATH,0.1016,0.117,65.3057,65.8207,1.3464
24.448,-0.9055,0.1693,14.75,104,0.0591,FOLLOW_PATH,0.1013,0.1131,65.2492,65.9023,1.3466
24.464,-0.9053,0.1693,17.59,104,0.0591,FOLLOW_PATH,0.0998,0.1098,65.199,65.9777,1.3469
24.48,-0.905,0.1694,20.43,104,0.0591,FOLLOW_PATH,0.0944,0.106,65.1487,66.053,1.3471
24.496,-0.9048,0.1695,23.26,104,0.0591,FOLLOW_PATH,0.0916,0.1024,65.0985,66.1284,1.3474
24.512,-0.9046,0.1696,26.1,104,0.0,AVOID,0.0896,0.0992,65.0482,66.2038,1.3477
24.528,-0.9046,0.1696,26.1,104,0.0,AVOID,0.0897,0.097,65.0482,66.2038,1.3477
24.544,-0.9046,0.1696,24.68,104,0.0,AVOID,0.0933,0.0961,65.0796,66.1724,1.3477
24.56,-0.9046,0.1696,23.26,104,0.0,AVOID,0.0926,0.0953,65.111,66.141,1.3477
24.576,-0.9046,0.1696,21.85,104,0.0,AVOID,0.0925,0.0946,65.1424,66.1096,1.3477
24.592,-0.9045,0.1696,20.28,104,0.0,AVOID,0.092,0.094,65.1801,66.0782,1.3477
24.608,-0.9045,0.1696,18.87,104,0.0,AVOID,0.0957,0.0944,65.2115,66.0468,1.3477
24.624,-0.9045,0.1696,17.45,104,0.0,AVOID,0.097,0.095,65.2429,66.0154,1.3477
24.64,-0.9046,0.1696,15.89,104,0.0,AVOID,0.0978,0.0957,65.2743,65.9777,1.3478
24.656,-0.9046,0.1696,14.47,104,0.0,AVOID,0.0997,0.0966,65.3057,65.9463,1.3478
24.672,-0.9046,0.1696,13.05,104,0.0,AVOID,0.1035,0.0982,65.3371,65.9149,1.3478
24.688,-0.9046,0.1696,11.63,104,0.0,AVOID,0.1053,0.0999,65.3685,65.8835,1.3478
24.704,-0.9046,0.1696,10.21,104,0.0,AVOID,0.1015,0.1002,65.3999,65.8521,1.3478
24.72,-0.9046,0.1696,8.79,104,0.0,AVOID,0.1064,0.1017,65.4313,65.8207,1.3478
24.736,-0.9046,0.1696,7.38,104,0.0,AVOID,0.1105,0.1037,65.4627,65.7893,1.3478
24.752,-0.9045,0.1696,5.82,104,0.0,AVOID,0.1119,0.1056,65.5004,65.7579,1.3478
24.768,-0.9045,0.1696,4.4,104,0.0,AVOID,0.1146,0.1077,65.5318,65.7265,1.3478
24.784,-0.9045,0.1696,2.98,104,0.0,AVOID,0.1122,0.1088,65.5632,65.6951,1.3478
24.8,-0.9045,0.1696,1.56,104,0.0,AVOID,0.1164,0.1105,65.5946,65.6637,1.3478
24.816,-0.9046,0.1696,-0.0,104,0.0,AVOID,0.1219,0.1132,65.626,65.626,1.3479
24.832,-0.9046,0.1696,-1.42,104,0.0,AVOID,0.1316,0.1175,65.6574,65.5946,1.3479
24.848,-0.9046,0.1696,-2.84,104,0.0,AVOID,0.1357,0.1218,65.6888,65.5632,1.3479
24.864,-0.9046,0.1696,-4.26,104,0.0,AVOID,0.1366,0.1252,65.7202,65.5318,1.3479
24.88,-0.9046,0.1696,-5.67,104,0.0,AVOID,0.1369,0.128,65.7516,65.5004,1.3479
24.896,-0.9046,0.1696,-7.09,104,0.0,FOLLOW_PATH,0.1394,0.1306,65.783,65.469,1.3479
24.912,-0.9046,0.1696,-7.09,104,0.059,FOLLOW_PATH,0.139,0.1326,65.783,65.469,1.3479
24.928,-0.9043,0.1696,-3.4,104,0.0591,FOLLOW_PATH,0.1359,0.1332,65.7139,65.5632,1.3482
24.944,-0.904,0.1696,0.14,104,0.0593,FOLLOW_PATH,0.1208,0.13,65.6511,65.6574,1.3485
24.96,-0.9037,0.1696,3.55,104,0.0593,FOLLOW_PATH,0.1125,0.1257,65.5883,65.7453,1.3487
24.976,-0.9035,0.1696,6.95,104,0.0594,FOLLOW_PATH,0.107,0.1211,65.5255,65.8332,1.349
24.992,-0.9032,0.1697,10.36,104,0.0595,FOLLOW_PATH,0.1077,0.1178,65.4627,65.9212,1.3493
25.008,-0.903,0.1697,13.48,104,0.0595,FOLLOW_PATH,0.0974,0.1128,65.4062,66.0028,1.3495
25.024,-0.9027,0.1698,16.6,104,0.0595,FOLLOW_PATH,0.0976,0.1091,65.3497,66.0844,1.3498
25.04,-0.9025,0.1698,19.58,104,0.0596,FOLLOW_PATH,0.0957,0.1058,65.2932,66.1598,1.35
25.056,-0.9022,0.17,22.55,104,0.0596,FOLLOW_PATH,0.0907,0.102,65.2429,66.2414,1.3503
25.072,-0.902,0.1701,25.39,104,0.0,AVOID,0.0893,0.0988,65.1927,66.3168,1.3505
25.088,-0.902,0.1701,25.39,104,0.0,AVOID,0.0864,0.0959,65.1927,66.3168,1.3505
25.104,-0.902,0.1701,23.97,104,0.0,AVOID,0.0888,0.0943,65.2241,66.2854,1.3505
25.12,-0.902,0.1701,22.55,104,0.0,AVOID,0.0912,0.0936,65.2555,66.254,1.3505
