tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
11.904,-0.925,-0.3628,89.93,125,0.0628,FOLLOW_PATH,0.1391,0.1349,36.8887,40.8702,0.797
11.92,-0.925,-0.3616,89.93,125,0.0616,FOLLOW_PATH,0.1342,0.1339,36.9452,40.9268,0.7982
11.936,-0.925,-0.3605,89.93,125,0.0605,FOLLOW_PATH,0.1386,0.1341,37.0018,40.9833,0.7993
11.952,-0.925,-0.3593,89.93,125,0.0593,FOLLOW_PATH,0.1336,0.1331,37.0583,41.0398,0.8005
11.968,-0.925,-0.3582,89.93,125,0.0582,FOLLOW_PATH,0.1408,0.134,37.1148,41.0963,0.8017
11.984,-0.925,-0.357,89.93,125,0.057,FOLLOW_PATH,0.139,0.1343,37.1713,41.1528,0.8028
12.0,-0.925,-0.3559,90.08,125,0.0559,FOLLOW_PATH,0.1379,0.1343,37.2216,41.2094,0.8039
12.016,-0.925,-0.3548,90.08,125,0.0548,FOLLOW_PATH,0.1372,0.1341,37.2781,41.2659,0.8051
12.032,-0.925,-0.3536,90.08,125,0.0536,FOLLOW_PATH,0.1378,0.1341,37.3346,41.3224,0.8062
12.048,-0.925,-0.3524,90.08,125,0.0524,FOLLOW_PATH,0.1381,0.1341,37.3911,41.3789,0.8074
12.064,-0.925,-0.3513,90.08,125,0.0513,FOLLOW_PATH,0.1384,0.1343,37.4476,41.4354,0.8086
12.08,-0.925,-0.3501,90.08,125,0.0501,FOLLOW_PATH,0.14,0.1347,37.5042,41.492,0.8097
12.096,-0.925,-0.349,89.93,124,0.049,FOLLOW_PATH,0.1397,0.1351,37.5607,41.5422,0.8108
12.112,-0.925,-0.349,89.93,124,0.074,FOLLOW_PATH,0.1407,0.1364,37.5607,41.5422,0.8108
12.128,-0.925,-0.3479,89.93,124,0.0729,FOLLOW_PATH,0.1391,0.1361,37.6172,41.5987,0.812
12.144,-0.925,-0.3467,89.93,124,0.0717,FOLLOW_PATH,0.1368,0.1354,37.6737,41.6552,0.8131
12.16,-0.925,-0.3456,89.93,124,0.0706,FOLLOW_PATH,0.1358,0.1346,37.7302,41.7118,0.8143
12.176,-0.925,-0.3444,89.93,124,0.0694,FOLLOW_PATH,0.1388,0.1347,37.7868,41.7683,0.8154
12.192,-0.925,-0.3432,89.93,124,0.0682,FOLLOW_PATH,0.1408,0.1352,37.8433,41.8248,0.8166
12.208,-0.925,-0.3421,90.08,124,0.0671,FOLLOW_PATH,0.1384,0.1351,37.8935,41.8813,0.8177
12.224,-0.925,-0.341,90.08,124,0.066,FOLLOW_PATH,0.1386,0.1351,37.95,41.9378,0.8189
12.24,-0.925,-0.3398,90.08,124,0.0648,FOLLOW_PATH,0.1376,0.1348,38.0066,41.9944,0.82
12.256,-0.925,-0.3387,90.08,124,0.0637,FOLLOW_PATH,0.1406,0.1352,38.0631,42.0509,0.8212
12.272,-0.925,-0.3375,90.08,124,0.0625,FOLLOW_PATH,0.1382,0.135,38.1196,42.1074,0.8223
12.288,-0.925,-0.3364,90.08,124,0.0614,FOLLOW_PATH,0.1404,0.1354,38.1761,42.1639,0.8235
12.304,-0.925,-0.3353,89.93,124,0.0603,FOLLOW_PATH,0.1397,0.1356,38.2326,42.2142,0.8246
12.32,-0.925,-0.3341,89.93,124,0.0591,FOLLOW_PATH,0.1419,0.1362,38.2892,42.2707,0.8257
12.336,-0.925,-0.3329,89.93,124,0.0579,FOLLOW_PATH,0.138,0.1357,38.3457,42.3272,0.8269
12.352,-0.925,-0.3318,89.93,124,0.0568,FOLLOW_PATH,0.1368,0.1351,38.4022,42.3837,0.8281
12.368,-0.925,-0.3306,89.93,124,0.0556,FOLLOW_PATH,0.1436,0.1362,38.4587,42.4402,0.8292
12.384,-0.925,-0.3295,90.08,124,0.0545,FOLLOW_PATH,0.1385,0.1359,38.509,42.4968,0.8303
12.4,-0.925,-0.3284,90.08,124,0.0534,FOLLOW_PATH,0.1404,0.1361,38.5655,42.5533,0.8315
12.416,-0.925,-0.3272,90.08,124,0.0522,FOLLOW_PATH,0.1398,0.136,38.622,42.6098,0.8326
12.432,-0.925,-0.3261,90.08,124,0.0511,FOLLOW_PATH,0.1373,0.1354,38.6785,42.6663,0.8338
12.448,-0.925,-0.3249,90.08,123,0.0499,FOLLOW_PATH,0.1376,0.1351,38.735,42.7228,0.8349
12.464,-0.925,-0.3249,90.08,123,0.0749,FOLLOW_PATH,0.1392,0.136,38.735,42.7228,0.8349
12.48,-0.925,-0.3237,90.08,123,0.0737,FOLLOW_PATH,0.1392,0.1359,38.7916,42.7794,0.8361
12.496,-0.925,-0.3226,90.08,123,0.0726,FOLLOW_PATH,0.1345,0.1347,38.8481,42.8359,0.8373
12.512,-0.925,-0.3215,89.93,123,0.0715,FOLLOW_PATH,0.1366,0.1343,38.9046,42.8861,0.8384
12.528,-0.925,-0.3203,89.93,123,0.0703,FOLLOW_PATH,0.1394,0.1346,38.9611,42.9426,0.8395
12.544,-0.925,-0.3192,89.93,123,0.0692,FOLLOW_PATH,0.1347,0.1337,39.0176,42.9992,0.8407
12.56,-0.925,-0.318,89.93,123,0.068,FOLLOW_PATH,0.1378,0.1338,39.0742,43.0557,0.8418
12.576,-0.925,-0.3168,89.93,123,0.0668,FOLLOW_PATH,0.1419,0.1348,39.1307,43.1122,0.843
12.592,-0.925,-0.3158,90.08,123,0.0658,FOLLOW_PATH,0.1421,0.1357,39.1809,43.1687,0.8441
12.608,-0.925,-0.3146,90.08,123,0.0646,FOLLOW_PATH,0.1373,0.1352,39.2374,43.2252,0.8452
12.624,-0.925,-0.3134,90.08,123,0.0634,FOLLOW_PATH,0.1399,0.1354,39.294,43.2818,0.8464
12.64,-0.925,-0.3123,90.08,123,0.0623,FOLLOW_PATH,0.15,0.1379,39.3505,43.3383,0.8476
12.656,-0.925,-0.3111,90.08,123,0.0611,FOLLOW_PATH,0.1406,0.1377,39.407,43.3948,0.8487
12.672,-0.925,-0.31,90.08,123,0.06,FOLLOW_PATH,0.1334,0.1358,39.4635,43.4513,0.8499
12.688,-0.925,-0.3088,90.08,123,0.0588,FOLLOW_PATH,0.14,0.1359,39.52,43.5078,0.851
12.704,-0.925,-0.3077,89.93,123,0.0577,FOLLOW_PATH,0.1398,0.136,39.5766,43.5581,0.8521
12.72,-0.925,-0.3065,89.93,123,0.0565,FOLLOW_PATH,0.1392,0.1358,39.6331,43.6146,0.8533
12.736,-0.925,-0.3054,89.93,123,0.0554,FOLLOW_PATH,0.1372,0.1353,39.6896,43.6711,0.8544
12.752,-0.925,-0.3042,89.93,123,0.0542,FOLLOW_PATH,0.1398,0.1354,39.7461,43.7276,0.8556
12.768,-0.925,-0.3031,89.93,123,0.0531,FOLLOW_PATH,0.1392,0.1354,39.8026,43.7842,0.8568
12.784,-0.925,-0.302,90.08,123,0.052,FOLLOW_PATH,0.1385,0.1353,39.8529,43.8407,0.8579
12.8,-0.925,-0.3008,90.08,123,0.0508,FOLLOW_PATH,0.1348,0.1343,39.9094,43.8972,0.859
12.816,-0.925,-0.2997,90.08,122,0.0497,FOLLOW_PATH,0.1403,0.1348,39.9659,43.9537,0.8602
12.832,-0.925,-0.2997,90.08,122,0.0747,FOLLOW_PATH,0.1365,0.1352,39.9659,43.9537,0.8602
12.848,-0.925,-0.2985,90.08,122,0.0735,FOLLOW_PATH,0.1373,0.1348,40.0224,44.0102,0.8613
12.864,-0.925,-0.2973,90.08,122,0.0723,FOLLOW_PATH,0.15,0.1375,40.079,44.0668,0.8625
12.88,-0.925,-0.2962,90.08,122,0.0712,FOLLOW_PATH,0.1398,0.1371,40.1355,44.1233,0.8637
12.896,-0.925,-0.295,90.08,122,0.07,FOLLOW_PATH,0.1388,0.1366,40.192,44.1798,0.8648
12.912,-0.925,-0.2939,89.93,122,0.0689,FOLLOW_PATH,0.142,0.1371,40.2485,44.23,0.8659
12.928,-0.925,-0.2928,89.93,122,0.0678,FOLLOW_PATH,0.1384,0.1365,40.305,44.2866,0.8671
12.944,-0.925,-0.2916,89.93,122,0.0666,FOLLOW_PATH,0.1407,0.1366,40.3616,44.3431,0.8682
12.96,-0.925,-0.2905,89.93,122,0.0655,FOLLOW_PATH,0.1391,0.1363,40.4181,44.3996,0.8694
12.976,-0.925,-0.2893,89.93,122,0.0643,FOLLOW_PATH,0.1392,0.1361,40.4746,44.4561,0.8705
12.992,-0.925,-0.2882,90.08,122,0.0632,FOLLOW_PATH,0.1387,0.1359,40.5248,44.5126,0.8716
13.008,-0.925,-0.287,90.08,122,0.062,FOLLOW_PATH,0.1405,0.1361,40.5814,44.5692,0.8728
13.024,-0.925,-0.2859,90.08,122,0.0609,FOLLOW_PATH,0.1414,0.1364,40.6379,44.6257,0.874
13.04,-0.925,-0.2847,90.08,122,0.0597,FOLLOW_PATH,0.1372,0.1357,40.6944,44.6822,0.8751
13.056,-0.925,-0.2836,90.08,122,0.0586,FOLLOW_PATH,0.1379,0.1353,40.7509,44.7387,0.8763
13.072,-0.925,-0.2824,90.08,122,0.0574,FOLLOW_PATH,0.1388,0.1353,40.8074,44.7952,0.8774
13.088,-0.925,-0.2813,89.93,122,0.0563,FOLLOW_PATH,0.1397,0.1355,40.864,44.8455,0.8785
13.104,-0.925,-0.2802,89.93,122,0.0552,FOLLOW_PATH,0.1362,0.1347,40.9205,44.902,0.8797
13.12,-0.925,-0.279,89.93,122,0.054,FOLLOW_PATH,0.1386,0.1348,40.977,44.9585,0.8808
13.136,-0.925,-0.2778,89.93,122,0.0528,FOLLOW_PATH,0.14,0.1351,41.0335,45.015,0.882
13.152,-0.925,-0.2767,89.93,122,0.0517,FOLLOW_PATH,0.1402,0.1354,41.09,45.0716,0.8832
13.168,-0.925,-0.2755,89.93,122,0.0505,FOLLOW_PATH,0.1412,0.1359,41.1466,45.1281,0.8843
13.184,-0.925,-0.2744,90.08,121,0.0494,FOLLOW_PATH,0.1376,0.1354,41.1968,45.1846,0.8854
13.2,-0.925,-0.2744,90.08,121,0.0744,FOLLOW_PATH,0.14,0.1365,41.1968,45.1846,0.8854
13.216,-0.925,-0.2733,90.08,121,0.0733,FOLLOW_PATH,0.1417,0.1368,41.2533,45.2411,0.8866
13.232,-0.925,-0.2721,90.08,121,0.0721,FOLLOW_PATH,0.1368,0.1359,41.3098,45.2976,0.8877
13.248,-0.925,-0.271,90.08,121,0.071,FOLLOW_PATH,0.1367,0.1352,41.3664,45.3542,0.8889
13.264,-0.925,-0.2698,90.08,121,0.0698,FOLLOW_PATH,0.1372,0.1348,41.4229,45.4107,0.89
13.28,-0.925,-0.2686,90.08,121,0.0686,FOLLOW_PATH,0.1362,0.1342,41.4794,45.4672,0.8912
13.296,-0.925,-0.2675,89.93,121,0.0675,FOLLOW_PATH,0.1385,0.1344,41.5359,45.5174,0.8923
13.312,-0.925,-0.2664,89.93,121,0.0664,FOLLOW_PATH,0.1379,0.1343,41.5924,45.574,0.8935
13.328,-0.925,-0.2652,89.93,121,0.0652,FOLLOW_PATH,0.1351,0.1336,41.649,45.6305,0.8946
13.344,-0.925,-0.2641,89.93,121,0.0641,FOLLOW_PATH,0.1349,0.1331,41.7055,45.687,0.8958
13.36,-0.925,-0.2629,89.93,121,0.0629,FOLLOW_PATH,0.1404,0.1339,41.762,45.7435,0.8969
13.376,-0.925,-0.2618,90.08,121,0.0618,FOLLOW_PATH,0.1385,0.1341,41.8122,45.8,0.898
13.392,-0.925,-0.2607,90.08,121,0.0607,FOLLOW_PATH,0.1394,0.1345,41.8688,45.8566,0.8992
13.408,-0.925,-0.2595,90.08,121,0.0595,FOLLOW_PATH,0.1368,0.1341,41.9253,45.9131,0.9003
13.424,-0.925,-0.2583,90.08,121,0.0583,FOLLOW_PATH,0.1413,0.1349,41.9818,45.9696,0.9015
13.44,-0.925,-0.2572,90.08,121,0.0572,FOLLOW_PATH,0.1352,0.1341,42.0383,46.0261,0.9027
13.456,-0.925,-0.256,90.08,121,0.056,FOLLOW_PATH,0.1327,0.1329,42.0948,46.0826,0.9038
13.472,-0.925,-0.2549,90.08,121,0.0549,FOLLOW_PATH,0.1392,0.1335,42.1514,46.1392,0.905
13.488,-0.925,-0.2538,89.93,121,0.0538,FOLLOW_PATH,0.1381,0.1337,42.2079,46.1894,0.9061
13.504,-0.925,-0.2526,89.93,121,0.0526,FOLLOW_PATH,0.1392,0.1341,42.2644,46.2459,0.9072
13.52,-0.925,-0.2514,89.93,121,0.0514,FOLLOW_PATH,0.1351,0.1335,42.3209,46.3024,0.9084
13.536,-0.925,-0.2503,89.93,121,0.0503,FOLLOW_PATH,0.1374,0.1335,42.3774,46.359,0.9095
13.552,-0.925,-0.2491,89.93,120,0.0491,FOLLOW_PATH,0.1371,0.1334,42.434,46.4155,0.9107
13.568,-0.925,-0.2491,89.93,120,0.0741,FOLLOW_PATH,0.1409,0.1352,42.434,46.4155,0.9107
13.584,-0.925,-0.248,90.08,120,0.073,FOLLOW_PATH,0.143,0.1362,42.4842,46.472,0.9118
13.6,-0.925,-0.2469,90.08,120,0.0719,FOLLOW_PATH,0.1388,0.1359,42.5407,46.5285,0.913
13.616,-0.925,-0.2457,90.08,120,0.0707,FOLLOW_PATH,0.1403,0.136,42.5972,46.585,0.9141
13.632,-0.925,-0.2446,90.08,120,0.0696,FOLLOW_PATH,0.1402,0.1361,42.6538,46.6416,0.9153
13.648,-0.925,-0.2434,90.08,120,0.0684,FOLLOW_PATH,0.1359,0.1352,42.7103,46.6981,0.9164
13.664,-0.925,-0.2422,90.08,120,0.0672,FOLLOW_PATH,0.1373,0.1348,42.7668,46.7546,0.9176
13.68,-0.925,-0.2411,89.93,120,0.0661,FOLLOW_PATH,0.1401,0.1352,42.8233,46.8048,0.9187
13.696,-0.925,-0.24,89.93,120,0.065,FOLLOW_PATH,0.1381,0.135,42.8798,46.8614,0.9198
13.712,-0.925,-0.2388,89.93,120,0.0638,FOLLOW_PATH,0.1396,0.1352,42.9364,46.9179,0.921
13.728,-0.925,-0.2377,89.93,120,0.0627,FOLLOW_PATH,0.1393,0.1353,42.9929,46.9744,0.9222
13.744,-0.925,-0.2365,89.93,120,0.0615,FOLLOW_PATH,0.1368,0.1347,43.0494,47.0309,0.9233
13.76,-0.925,-0.2354,89.93,120,0.0604,FOLLOW_PATH,0.14,0.1351,43.1059,47.0874,0.9245
13.776,-0.925,-0.2343,90.08,120,0.0593,FOLLOW_PATH,0.1379,0.1349,43.1562,47.144,0.9256
13.792,-0.925,-0.2331,90.08,120,0.0581,FOLLOW_PATH,0.1408,0.1354,43.2127,47.2005,0.9267
13.808,-0.925,-0.2319,90.08,120,0.0569,FOLLOW_PATH,0.1383,0.1352,43.2692,47.257,0.9279
13.824,-0.925,-0.2308,90.08,120,0.0558,FOLLOW_PATH,0.1388,0.1351,43.3257,47.3135,0.9291
13.84,-0.925,-0.2296,90.08,120,0.0546,FOLLOW_PATH,0.137,0.1347,43.3822,47.37,0.9302
13.856,-0.925,-0.2285,90.08,120,0.0535,FOLLOW_PATH,0.1365,0.1342,43.4388,47.4266,0.9314
13.872,-0.925,-0.2274,89.93,120,0.0524,FOLLOW_PATH,0.1369,0.134,43.4953,47.4768,0.9325
13.888,-0.925,-0.2262,89.93,120,0.0512,FOLLOW_PATH,0.1419,0.135,43.5518,47.5333,0.9336
13.904,-0.925,-0.2251,89.93,120,0.0501,FOLLOW_PATH,0.137,0.1346,43.6083,47.5898,0.9348
13.92,-0.925,-0.2239,89.93,119,0.0489,FOLLOW_PATH,0.1352,0.1338,43.6648,47.6464,0.9359
13.936,-0.925,-0.2239,89.93,119,0.0739,FOLLOW_PATH,0.1316,0.1333,43.6648,47.6464,0.9359
13.952,-0.925,-0.2227,89.93,119,0.0727,FOLLOW_PATH,0.1393,0.1338,43.7214,47.7029,0.9371
13.968,-0.925,-0.2216,89.93,119,0.0716,FOLLOW_PATH,0.1327,0.1327,43.7779,47.7594,0.9383
13.984,-0.925,-0.2205,90.08,119,0.0705,FOLLOW_PATH,0.1391,0.1333,43.8281,47.8159,0.9394
14.0,-0.925,-0.2193,90.08,119,0.0693,FOLLOW_PATH,0.1392,0.1338,43.8846,47.8724,0.9405
14.016,-0.925,-0.2182,90.08,119,0.0682,FOLLOW_PATH,0.1398,0.1343,43.9412,47.929,0.9417
14.032,-0.925,-0.217,90.08,119,0.067,FOLLOW_PATH,0.1354,0.1337,43.9977,47.9855,0.9428
14.048,-0.925,-0.2159,90.08,119,0.0659,FOLLOW_PATH,0.1385,0.1339,44.0542,48.042,0.944
14.064,-0.925,-0.2148,89.93,119,0.0648,FOLLOW_PATH,0.1401,0.1345,44.1107,48.0922,0.9451
14.08,-0.925,-0.2136,89.93,119,0.0636,FOLLOW_PATH,0.14,0.1349,44.1672,48.1488,0.9462
14.096,-0.925,-0.2124,89.93,119,0.0624,FOLLOW_PATH,0.1399,0.1352,44.2238,48.2053,0.9474
14.112,-0.925,-0.2113,89.93,119,0.0613,FOLLOW_PATH,0.137,0.1347,44.2803,48.2618,0.9486
14.128,-0.925,-0.2101,89.93,119,0.0601,FOLLOW_PATH,0.1368,0.1343,44.3368,48.3183,0.9497
14.144,-0.925,-0.209,89.93,119,0.059,FOLLOW_PATH,0.1417,0.1352,44.3933,48.3748,0.9509
14.16,-0.925,-0.2078,89.93,119,0.0578,FOLLOW_PATH,0.1388,0.1351,44.4498,48.4314,0.952
14.176,-0.925,-0.2067,90.08,119,0.0567,FOLLOW_PATH,0.1413,0.1358,44.5001,48.4879,0.9531
14.192,-0.925,-0.2056,90.08,119,0.0556,FOLLOW_PATH,0.1358,0.1349,44.5566,48.5444,0.9543
14.208,-0.925,-0.2044,90.08,119,0.0544,FOLLOW_PATH,0.1384,0.1348,44.6131,48.6009,0.9554
14.224,-0.925,-0.2032,90.08,119,0.0532,FOLLOW_PATH,0.1359,0.1342,44.6696,48.6574,0.9566
14.24,-0.925,-0.2021,90.08,119,0.0521,FOLLOW_PATH,0.1404,0.1348,44.7262,48.714,0.9578
14.256,-0.925,-0.201,89.93,119,0.051,FOLLOW_PATH,0.1363,0.1343,44.7827,48.7642,0.9589
14.272,-0.925,-0.1998,89.93,118,0.0498,FOLLOW_PATH,0.1347,0.1335,44.8392,48.8207,0.96
14.288,-0.925,-0.1998,89.93,118,0.0748,FOLLOW_PATH,0.1377,0.1345,44.8392,48.8207,0.96
14.304,-0.925,-0.1987,89.93,118,0.0737,FOLLOW_PATH,0.1366,0.1341,44.8957,48.8772,0.9612
14.32,-0.925,-0.1975,89.93,118,0.0725,FOLLOW_PATH,0.1383,0.1342,44.9522,48.9338,0.9623
14.336,-0.925,-0.1963,89.93,118,0.0713,FOLLOW_PATH,0.1394,0.1345,45.0088,48.9903,0.9635
14.352,-0.925,-0.1952,89.93,118,0.0702,FOLLOW_PATH,0.1377,0.1344,45.0653,49.0468,0.9646
14.368,-0.925,-0.1941,90.08,118,0.0691,FOLLOW_PATH,0.139,0.1346,45.1155,49.1033,0.9657
14.384,-0.925,-0.1929,90.08,118,0.0679,FOLLOW_PATH,0.1389,0.1347,45.172,49.1598,0.9669
14.4,-0.925,-0.1918,90.08,118,0.0668,FOLLOW_PATH,0.1418,0.1355,45.2286,49.2164,0.9681
14.416,-0.925,-0.1906,90.08,118,0.0656,FOLLOW_PATH,0.1379,0.1352,45.2851,49.2729,0.9692
14.432,-0.925,-0.1895,90.08,118,0.0645,FOLLOW_PATH,0.1413,0.1357,45.3416,49.3294,0.9704
14.448,-0.925,-0.1883,90.08,118,0.0633,FOLLOW_PATH,0.14,0.1358,45.3981,49.3859,0.9715
14.464,-0.925,-0.1872,89.93,118,0.0622,FOLLOW_PATH,0.1404,0.1361,45.4546,49.4362,0.9726
14.48,-0.925,-0.186,89.93,118,0.061,FOLLOW_PATH,0.1355,0.135,45.5112,49.4927,0.9738
14.496,-0.925,-0.1849,89.93,118,0.0599,FOLLOW_PATH,0.139,0.1351,45.5677,49.5492,0.9749
14.512,-0.925,-0.1837,89.93,118,0.0587,FOLLOW_PATH,0.1399,0.1353,45.6242,49.6057,0.9761
14.528,-0.925,-0.1826,89.93,118,0.0576,FOLLOW_PATH,0.1376,0.135,45.6807,49.6622,0.9773
14.544,-0.925,-0.1814,89.93,118,0.0564,FOLLOW_PATH,0.1376,0.1347,45.7372,49.7188,0.9784
14.56,-0.925,-0.1803,90.08,118,0.0553,FOLLOW_PATH,0.1433,0.1359,45.7875,49.7753,0.9795
14.576,-0.925,-0.1792,90.08,118,0.0542,FOLLOW_PATH,0.1378,0.1354,45.844,49.8318,0.9807
14.592,-0.925,-0.178,90.08,118,0.053,FOLLOW_PATH,0.141,0.1358,45.9005,49.8883,0.9818
14.608,-0.925,-0.1768,90.08,118,0.0518,FOLLOW_PATH,0.1374,0.1353,45.957,49.9448,0.983
14.624,-0.925,-0.1757,90.08,118,0.0507,FOLLOW_PATH,0.1414,0.1359,46.0136,50.0014,0.9842
14.64,-0.925,-0.1745,90.08,117,0.0495,FOLLOW_PATH,0.1384,0.1356,46.0701,50.0579,0.9853
14.656,-0.925,-0.1745,90.08,117,0.0745,FOLLOW_PATH,0.1365,0.1358,46.0701,50.0579,0.9853
14.672,-0.925,-0.1734,89.93,117,0.0734,FOLLOW_PATH,0.1378,0.1354,46.1266,50.1081,0.9864
14.688,-0.925,-0.1723,89.93,117,0.0723,FOLLOW_PATH,0.1381,0.1352,46.1831,50.1646,0.9876
14.704,-0.925,-0.1711,89.93,117,0.0711,FOLLOW_PATH,0.1366,0.1346,46.2396,50.2212,0.9887
14.72,-0.925,-0.17,89.93,117,0.07,FOLLOW_PATH,0.137,0.1343,46.2962,50.2777,0.9899
14.736,-0.925,-0.1688,89.93,117,0.0688,FOLLOW_PATH,0.1391,0.1345,46.3527,50.3342,0.991
14.752,-0.925,-0.1676,89.93,117,0.0676,FOLLOW_PATH,0.1401,0.1349,46.4092,50.3907,0.9922
14.768,-0.925,-0.1665,90.08,117,0.0665,FOLLOW_PATH,0.1347,0.1341,46.4594,50.4472,0.9933
14.784,-0.925,-0.1654,90.08,117,0.0654,FOLLOW_PATH,0.1398,0.1345,46.516,50.5038,0.9945
14.8,-0.925,-0.1642,90.08,117,0.0642,FOLLOW_PATH,0.1398,0.1349,46.5725,50.5603,0.9956
14.816,-0.925,-0.1631,90.08,117,0.0631,FOLLOW_PATH,0.1356,0.1342,46.629,50.6168,0.9968
14.832,-0.925,-0.1619,90.08,117,0.0619,FOLLOW_PATH,0.1376,0.1341,46.6855,50.6733,0.9979
14.848,-0.925,-0.1608,89.93,117,0.0608,FOLLOW_PATH,0.1356,0.1336,46.742,50.7236,0.999
14.864,-0.925,-0.1597,89.93,117,0.0597,FOLLOW_PATH,0.1364,0.1334,46.7986,50.7801,1.0002
14.88,-0.925,-0.1585,89.93,117,0.0585,FOLLOW_PATH,0.1374,0.1334,46.8551,50.8366,1.0013
14.896,-0.925,-0.1573,89.93,117,0.0573,FOLLOW_PATH,0.1389,0.1338,46.9116,50.8931,1.0025
14.912,-0.925,-0.1562,89.93,117,0.0562,FOLLOW_PATH,0.1405,0.1345,46.9681,50.9496,1.0037
14.928,-0.925,-0.155,89.93,117,0.055,FOLLOW_PATH,0.1369,0.1342,47.0246,51.0062,1.0048
14.944,-0.925,-0.1539,89.93,117,0.0539,FOLLOW_PATH,0.1364,0.1338,47.0812,51.0627,1.006
14.96,-0.925,-0.1528,90.08,117,0.0528,FOLLOW_PATH,0.1399,0.1344,47.1314,51.1192,1.0071
14.976,-0.925,-0.1516,90.08,117,0.0516,FOLLOW_PATH,0.1404,0.1349,47.1879,51.1757,1.0082
14.992,-0.925,-0.1505,90.08,117,0.0505,FOLLOW_PATH,0.1394,0.1351,47.2444,51.2322,1.0094
15.008,-0.925,-0.1493,90.08,116,0.0493,FOLLOW_PATH,0.1378,0.1348,47.301,51.2888,1.0105
15.024,-0.925,-0.1493,90.08,116,0.0743,FOLLOW_PATH,0.1364,0.1352,47.301,51.2888,1.0105
15.04,-0.925,-0.1481,90.08,116,0.0731,FOLLOW_PATH,0.1377,0.1349,47.3575,51.3453,1.0117
15.056,-0.925,-0.147,89.93,116,0.072,FOLLOW_PATH,0.1345,0.134,47.414,51.3955,1.0128
15.072,-0.925,-0.1459,89.93,116,0.0709,FOLLOW_PATH,0.1388,0.1342,47.4705,51.452,1.014
15.088,-0.925,-0.1447,89.93,116,0.0697,FOLLOW_PATH,0.1363,0.1338,47.527,51.5086,1.0151
15.104,-0.925,-0.1436,89.93,116,0.0686,FOLLOW_PATH,0.1353,0.1333,47.5836,51.5651,1.0163
15.12,-0.925,-0.1424,89.93,116,0.0674,FOLLOW_PATH,0.1339,0.1325,47.6401,51.6216,1.0174
15.136,-0.925,-0.1412,89.93,116,0.0662,FOLLOW_PATH,0.1347,0.1322,47.6966,51.6781,1.0186
15.152,-0.925,-0.1401,89.93,116,0.0651,FOLLOW_PATH,0.1393,0.1329,47.7531,51.7346,1.0197
15.168,-0.925,-0.139,90.08,116,0.064,FOLLOW_PATH,0.1428,0.1344,47.8034,51.7912,1.0208
15.184,-0.925,-0.1378,90.08,116,0.0628,FOLLOW_PATH,0.1407,0.135,47.8599,51.8477,1.022
15.2,-0.925,-0.1367,90.08,116,0.0617,FOLLOW_PATH,0.1343,0.1339,47.9164,51.9042,1.0232
15.216,-0.925,-0.1355,90.08,116,0.0605,FOLLOW_PATH,0.1363,0.1336,47.9729,51.9607,1.0243
15.232,-0.925,-0.1344,90.08,116,0.0594,FOLLOW_PATH,0.132,0.1323,48.0294,52.0172,1.0255
15.248,-0.925,-0.1333,89.93,116,0.0583,FOLLOW_PATH,0.1378,0.1328,48.086,52.0675,1.0266
15.264,-0.925,-0.1321,89.93,116,0.0571,FOLLOW_PATH,0.1358,0.1326,48.1425,52.124,1.0277
15.28,-0.925,-0.1309,89.93,116,0.0559,FOLLOW_PATH,0.14,0.1334,48.199,52.1805,1.0289
15.296,-0.925,-0.1298,89.93,116,0.0548,FOLLOW_PATH,0.1356,0.1331,48.2555,52.237,1.03
15.312,-0.925,-0.1286,89.93,116,0.0536,FOLLOW_PATH,0.1383,0.1334,48.312,52.2936,1.0312
15.328,-0.925,-0.1275,89.93,116,0.0525,FOLLOW_PATH,0.1404,0.1341,48.3686,52.3501,1.0324
15.344,-0.925,-0.1264,90.08,116,0.0514,FOLLOW_PATH,0.1413,0.135,48.4188,52.4066,1.0335
15.36,-0.925,-0.1252,90.08,116,0.0502,FOLLOW_PATH,0.1362,0.1344,48.4753,52.4631,1.0346
15.376,-0.925,-0.1241,90.08,115,0.0491,FOLLOW_PATH,0.1366,0.134,48.5318,52.5196,1.0358
15.392,-0.925,-0.1241,90.08,115,0.0741,FOLLOW_PATH,0.1376,0.1348,48.5318,52.5196,1.0358
15.408,-0.925,-0.1229,90.08,115,0.0729,FOLLOW_PATH,0.1405,0.1353,48.5884,52.5762,1.0369
15.424,-0.925,-0.1217,90.08,115,0.0717,FOLLOW_PATH,0.1423,0.136,48.6449,52.6327,1.0381
15.44,-0.925,-0.1206,90.08,115,0.0706,FOLLOW_PATH,0.1382,0.1357,48.7014,52.6892,1.0393
15.456,-0.925,-0.1195,89.93,115,0.0695,FOLLOW_PATH,0.1391,0.1356,48.7579,52.7394,1.0403
15.472,-0.925,-0.1183,89.93,115,0.0683,FOLLOW_PATH,0.135,0.1346,48.8144,52.796,1.0415
15.488,-0.925,-0.1172,89.93,115,0.0672,FOLLOW_PATH,0.1332,0.1334,48.871,52.8525,1.0427
15.504,-0.925,-0.116,89.93,115,0.066,FOLLOW_PATH,0.138,0.1336,48.9275,52.909,1.0438
15.52,-0.925,-0.1149,89.93,115,0.0649,FOLLOW_PATH,0.1403,0.1343,48.984,52.9655,1.045
