t,x,y,theta_deg,idx,target_x,target_y,v,w,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7
5.5600000000000005,-0.9754687693156738,-0.6702865332127278,89.36621062199927,7,-0.975,-0.6000000000000001,0.08773500313611195,0.013177217607397429,67,62,59,67,65,64,63,65
5.5680000000000005,-0.9754602249815642,-0.6695141404706888,89.36621062199924,7,-0.975,-0.55,0.08628159676823606,0.021632793103692816,66,68,62,73,70,67,67,67
5.5760000000000005,-0.9754531047031394,-0.668870479852323,89.36621062199927,7,-0.975,-0.55,0.08626146142401234,0.021749935787934938,71,67,67,69,67,61,73,70
5.5840000000000005,-0.9754459844247146,-0.668226819233957,89.36621062199927,7,-0.975,-0.55,0.0862411068285505,0.02186835402417508,69,63,67,65,69,64,67,63
5.5920000000000005,-0.975437440090605,-0.667454426491918,89.36621062199924,7,-0.975,-0.55,0.08621638682710732,0.02201216916293558,72,67,68,62,66,69,67,71
5.6000000000000005,-0.9754303198121802,-0.6668107658735521,89.36621062199927,7,-0.975,-0.55,0.08619553709290471,0.022133467999602585,64,65,70,67,69,64,66,65
5.6080000000000005,-0.9754231995337554,-0.6661671052551863,89.36621062199924,7,-0.975,-0.55,0.08617445630328269,0.022256111062210815,70,68,67,68,67,71,65,67
5.6160000000000005,-0.9754146551996458,-0.6653947125131472,89.36621062199927,7,-0.975,-0.55,0.08614884891862354,0.022405088787253113,71,64,68,72,70,69,69,68
5.6240000000000006,-0.975407534921221,-0.6647510518947813,89.36621062199924,7,-0.975,-0.55,0.0861272460903028,0.022530768947899737,67,68,66,62,66,67,66,68
5.632,-0.9754005790760656,-0.6640430160615651,89.50806174997071,7,-0.975,-0.55,0.08738382461478994,0.015220291427182172,64,67,63,68,67,67,65,72
5.64,-0.9753936232309102,-0.6633349802283489,89.36621062199931,7,-0.975,-0.55,0.0860868319189283,0.02276588906621657,69,60,70,67,70,67,69,68
5.648,-0.9753865029524854,-0.6626913196099831,89.36621062199924,7,-0.975,-0.55,0.08606447999943385,0.0228959272626561,68,72,69,71,66,71,64,69
5.656,-0.97537954710733,-0.6619832837767669,89.50806174997071,7,-0.975,-0.55,0.08732029229001317,0.015589907510115793,67,68,70,70,68,69,69,64
5.664,-0.9753725912621746,-0.6612752479435506,89.36621062199924,7,-0.975,-0.55,0.08602251896461323,0.023140046667710745,74,67,69,65,68,67,69,62
5.672,-0.9753656354170192,-0.6605672121103344,89.50806174997071,7,-0.975,-0.55,0.08727779553324622,0.0158371436191167,66,64,72,59,69,72,73,65
5.68,-0.9753601087139421,-0.6599235358364567,89.50806174997066,7,-0.975,-0.55,0.08726185476623365,0.015929883242337572,68,63,69,63,75,64,66,66
5.688,-0.9753534766702496,-0.6591511243078034,89.50806174997071,7,-0.975,-0.55,0.08724247766967591,0.01604261462047396,68,67,64,74,65,64,69,66
5.696,-0.9753479499671726,-0.6585074480339257,89.50806174997075,7,-0.975,-0.55,0.08722611934984952,0.016137783467495614,65,62,64,68,69,59,63,61
5.704,-0.9753413179234801,-0.6577350365052724,89.50806174997066,7,-0.975,-0.55,0.08720623134170255,0.016253487208771622,67,71,62,66,67,65,69,70
5.712,-0.975335791220403,-0.6570913602313947,89.50806174997071,7,-0.975,-0.55,0.0871894388456166,0.016351181990881033,61,59,74,69,67,68,63,62
5.72,-0.975330264517326,-0.656447683957517,89.50806174997066,7,-0.975,-0.55,0.0871724432616516,0.016450058290377045,68,72,64,66,66,66,64,77
5.728,-0.9753236324736335,-0.6556752724288637,89.50806174997071,7,-0.975,-0.55,0.08715177525966822,0.016570299851849993,67,64,63,68,70,61,62,65
5.736,-0.9753181057705564,-0.655031596154986,89.50806174997066,7,-0.975,-0.55,0.087134319707226,0.016671852139473756,69,69,72,63,66,70,67,69
5.744,-0.975311473726864,-0.6542591846263327,89.50806174997071,7,-0.975,-0.55,0.08711308853395272,0.01679537009870047,66,64,72,66,64,68,73,71
5.752,-0.9753059470237869,-0.653615508352455,89.50806174997075,7,-0.975,-0.55,0.08709515408444349,0.016899708496523447,72,71,63,63,68,70,66,64
5.76,-0.9753007441314886,-0.6529074574681171,89.6499128779421,7,-0.975,-0.55,0.08835621925512588,0.009563128726312708,70,66,68,66,63,64,61,60
5.768,-0.9752955412391903,-0.6521994065837792,89.50806174997071,7,-0.975,-0.55,0.08706374803136369,0.01708242150695627,61,62,74,63,67,66,66,66
5.776,-0.9752903383468919,-0.6514913556994413,89.6499128779421,7,-0.975,-0.55,0.08832437649744483,0.009748382381129073,69,66,72,67,69,72,70,70
5.784,-0.9752851354545936,-0.6507833048151034,89.50806174997071,7,-0.975,-0.55,0.08703145939662114,0.017270269169366696,69,67,67,68,67,67,71,65
5.792,-0.9752796087515165,-0.6501396285412256,89.50806174997066,7,-0.975,-0.55,0.08701237772424365,0.01738128183929133,62,58,71,72,66,68,66,59
5.8,-0.9752744058592182,-0.6494315776568877,89.64991287794214,7,-0.975,-0.55,0.08827230826876946,0.010051303056484606,66,68,64,65,69,69,72,63
5.808,-0.9752692029669199,-0.6487235267725499,89.50806174997066,7,-0.975,-0.55,0.08697867853531356,0.01757733577331866,70,65,63,67,68,71,69,67
5.816,-0.9752640000746216,-0.648015475888212,89.64991287794214,7,-0.975,-0.55,0.08823812393018747,0.010250179476775312,68,72,66,65,66,73,72,66
5.824,-0.9752587971823232,-0.647307425003874,89.50806174997071,7,-0.975,-0.55,0.08694399849438784,0.017779096072945366,68,62,75,64,59,70,70,70
5.832,-0.9752535942900249,-0.646599374119536,89.6499128779421,7,-0.975,-0.55,0.08820293732593981,0.010454886842347966,67,69,68,67,64,70,66,67
5.84,-0.9752483913977266,-0.6458913232351982,89.50806174997071,7,-0.975,-0.55,0.08690829414621656,0.017986815550567803,67,66,66,68,68,67,63,70
5.848,-0.9752431885054282,-0.6451832723508603,89.6499128779421,7,-0.975,-0.55,0.08816670372177099,0.01066568540655144,62,68,68,71,66,73,65,64
5.856,-0.9752392554115744,-0.6445395843668394,89.64991287794214,7,-0.975,-0.55,0.08815422126209804,0.010738305413231508,74,64,64,68,66,73,68,62
5.864,-0.9752345356989498,-0.6437671587860145,89.6499128779421,7,-0.975,-0.55,0.08813901608959909,0.010826765521045001,67,70,64,73,66,63,68,66
5.872,-0.975230602605096,-0.6431234708019937,89.64991287794214,7,-0.975,-0.55,0.08812615242526496,0.010901603286545658,61,71,68,67,62,60,67,67
5.88,-0.9752258828924714,-0.6423510452211688,89.6499128779421,7,-0.975,-0.55,0.08811047932376134,0.010992785694958098,65,63,65,67,67,64,61,66
5.888,-0.9752219497986175,-0.641707357237148,89.6499128779421,7,-0.975,-0.55,0.08809721672180461,0.011069944385466934,69,66,68,71,69,71,63,66
5.896,-0.9752172300859929,-0.6409349316563231,89.64991287794214,7,-0.975,-0.55,0.08808105375384821,0.011163976721378033,69,66,64,67,62,65,67,66
5.904,-0.9752132969921391,-0.6402912436723024,89.6499128779421,7,-0.975,-0.55,0.08806737336413356,0.011243566002536953,69,65,65,63,66,64,70,71
5.912,-0.9752085772795145,-0.6395188180914775,89.64991287794214,8,-0.975,-0.55,0.0880506971992368,0.011340583997221598,65,68,61,64,65,65,59,67
5.92,-0.9752046441856607,-0.6388751301074568,89.6499128779421,8,-0.975,-0.55,0.0880365789650721,0.011422720554135513,63,61,69,66,66,66,67,66
5.928,-0.975199924473036,-0.6381027045266319,89.64991287794214,8,-0.975,-0.55,0.08801936476735536,0.011522868696884238,67,61,68,70,68,66,70,63
5.936,-0.9751959913791822,-0.6374590165426112,89.6499128779421,8,-0.975,-0.55,0.08800478732738683,0.011607676804871849,66,66,65,68,70,64,70,71
5.944,-0.9751925414716317,-0.6367509549471,89.79176400591356,8,-0.975,-0.55,0.08927037250726555,0.004244800687095651,65,70,60,67,67,64,62,69
5.952,-0.9751890915640812,-0.6360428933515887,89.64991287794214,8,-0.975,-0.55,0.08798245510692407,0.011737600396990677,60,64,62,66,72,72,66,69
5.96,-0.9751856416565307,-0.6353348317560775,89.79176400591354,8,-0.975,-0.55,0.08924767119602084,0.004376871562342455,64,70,66,69,67,68,71,67
5.968,-0.9751821917489801,-0.6346267701605663,89.64991287794214,8,-0.975,-0.55,0.08795937547841962,0.011871872232837255,71,68,66,66,66,69,65,62
5.976,-0.9751787418414296,-0.6339187085650552,89.79176400591354,8,-0.975,-0.55,0.08922420371366592,0.00451339984042476,69,65,61,68,66,68,64,66
5.984,-0.9751752919338791,-0.633210646969544,89.64991287794214,8,-0.975,-0.55,0.08793551028237268,0.012010714315388249,71,66,67,71,65,63,64,66
5.992,-0.9751718420263286,-0.6325025853740328,89.79176400591354,8,-0.975,-0.55,0.08919993060702074,0.004654615050640132,66,67,71,67,66,67,70,69
6.0,-0.975168392118778,-0.6317945237785215,89.6499128779421,8,-0.975,-0.55,0.08791081871663016,0.012154364021948139,64,66,60,65,73,66,69,68
6.008,-0.9751649422112275,-0.6310864621830103,89.79176400591354,8,-0.975,-0.55,0.08917480966680465,0.00480076275662933,64,74,65,64,66,66,66,58
6.016,-0.975161492303677,-0.630378400587499,89.6499128779421,8,-0.975,-0.55,0.08788525710359495,0.012303075458476531,62,64,67,67,63,68,67,63
6.024,-0.9751580423961265,-0.6296703389919879,89.79176400591354,8,-0.975,-0.55,0.08914879568269199,0.004952105981405053,68,65,68,66,66,65,67,68
6.032,-0.9751545924885759,-0.6289622773964766,89.6499128779421,8,-0.975,-0.55,0.08785877863238105,0.012457120959668892,68,67,65,64,69,63,67,68
6.04,-0.9751511425810254,-0.6282542158009654,89.7917640059136,8,-0.975,-0.55,0.08912184017177117,0.00510892678711361,63,68,70,72,65,66,68,70
6.048,-0.9751476926734749,-0.6275461542054542,89.6499128779421,8,-0.975,-0.55,0.08783133307271948,0.01261679275338445,73,65,63,66,67,67,71,67
6.056,-0.9751442427659244,-0.6268380926099429,89.79176400591354,8,-0.975,-0.55,0.08909389107697441,0.005271528029498818,66,68,62,68,65,73,63,68
6.064,-0.9751407928583739,-0.6261300310144318,89.6499128779421,8,-0.975,-0.55,0.08780286645693329,0.01278240481084092,67,66,68,63,66,67,69,68
6.072,-0.9751373429508233,-0.6254219694189205,89.79176400591354,8,-0.975,-0.55,0.08906489243154353,0.005440235309961183,63,64,67,67,70,69,72,72
6.08,-0.9751338930432728,-0.6247139078234093,89.6499128779421,8,-0.975,-0.55,0.08777332072574506,0.012954294907222108,70,64,61,67,63,75,68,73
6.088,-0.9751304431357223,-0.624005846227898,89.79176400591354,8,-0.975,-0.55,0.08903478398495908,0.005615399151814415,62,63,67,66,66,66,68,67
6.096,-0.9751269932281718,-0.6232977846323868,89.64991287794217,8,-0.975,-0.55,0.087742633333028,0.013132826921143925,67,69,66,67,69,62,65,64
6.104,-0.9751235433206212,-0.6225897230368757,89.79176400591354,8,-0.975,-0.55,0.08900350078509467,0.0057973974312122145,64,65,68,66,66,69,67,64
6.112,-0.9751200934130707,-0.6218816614413645,89.64991287794217,8,-0.975,-0.55,0.08771073680383301,0.013318393405947537,70,68,68,62,66,68,65,67
6.12,-0.9751166435055202,-0.6211735998458533,89.79176400591354,8,-0.975,-0.55,0.08897097271048482,0.005986638098304242,62,65,68,73,64,65,69,69
6.128,-0.9751131935979697,-0.620465538250342,89.6499128779421,8,-0.975,-0.55,0.08767755823912969,0.013511418471000573,66,65,70,60,68,67,71,66
6.136,-0.9751097436904191,-0.6197574766548308,89.79176400591354,8,-0.975,-0.5,0.08859841971682274,0.008154063557492597,71,70,67,67,69,66,70,72
6.144,-0.9751062937828686,-0.6190494150593195,89.6499128779421,8,-0.975,-0.5,0.08730962683024561,0.015651956639843426,65,67,66,72,68,67,68,69
6.152,-0.9751028438753181,-0.6183413534638084,89.79176400591354,8,-0.975,-0.5,0.08857400906114735,0.008296078995527978,70,68,68,66,62,67,60,66
6.16,-0.9751005044147951,-0.617697657715085,89.79176400591354,8,-0.975,-0.5,0.08856621019003447,0.008341450988480714,70,65,62,68,63,63,66,68
6.168,-0.9750976970621675,-0.616925222816617,89.7917640059136,8,-0.975,-0.5,0.0885567381979316,0.008396556804786792,65,67,70,72,64,72,63,64
6.176,-0.9750953576016446,-0.6162815270678937,89.79176400591354,8,-0.975,-0.5,0.08854874874233856,0.008443037573300229,74,64,63,63,71,61,66,67
6.184,-0.975092550249017,-0.6155090921694257,89.7917640059136,8,-0.975,-0.5,0.0885390438553834,0.008499498316933973,68,71,66,65,66,66,72,69
6.192,-0.975090210788494,-0.6148653964207025,89.79176400591354,8,-0.975,-0.5,0.0885308567428883,0.008547129006690968,69,63,68,67,69,65,68,64
6.2,-0.9750874034358664,-0.6140929615222345,89.79176400591354,8,-0.975,-0.5,0.0885209102647336,0.008604995270949935,59,64,66,64,62,69,62,69
6.208,-0.9750850639753434,-0.6134492657735112,89.79176400591354,8,-0.975,-0.5,0.08851251806860097,0.0086538190889458,63,65,67,71,61,71,67,71
6.216,-0.9750822566227159,-0.6126768308750432,89.79176400591354,8,-0.975,-0.5,0.08850232086448519,0.00871314401771861,60,71,62,68,71,74,65,65
6.224,-0.9750799171621929,-0.61203313512632,89.79176400591354,8,-0.975,-0.5,0.08849371578119582,0.008763206362987887,67,63,65,69,64,69,72,70
6.232,-0.9750771098095653,-0.611260700227852,89.79176400591354,8,-0.975,-0.5,0.0884832582499597,0.00882404581355467,71,70,68,66,68,64,69,73
6.24,-0.9750754129079087,-0.6105526322611815,89.93361513388504,8,-0.975,-0.5,0.08975429233477124,0.0014294692518765917,66,70,66,71,64,61,62,68
6.248,-0.975073716006252,-0.6098445642945111,89.79176400591354,8,-0.975,-0.5,0.0884719335837408,0.008889930050957728,66,70,67,61,65,71,72,63
6.256,-0.9750720191045954,-0.6091364963278406,89.93361513388497,8,-0.975,-0.5,0.08974282119209104,0.001496205654788474,66,65,66,65,69,69,65,68
6.264,-0.9750703222029388,-0.6084284283611703,89.79176400591354,8,-0.975,-0.5,0.08846031310422245,0.008957535260376348,68,68,70,70,72,66,65,64
6.272,-0.9750686253012821,-0.6077203603944998,89.93361513388497,8,-0.975,-0.5,0.0897310484403909,0.0015646967478508693,69,71,69,64,73,66,69,61
6.28,-0.9750669283996255,-0.6070122924278295,89.79176400591354,8,-0.975,-0.5,0.08844838506756032,0.009026929764727187,68,65,66,64,63,68,65,69
6.288,-0.9750652314979689,-0.6063042244611591,89.93361513388497,8,-0.975,-0.5,0.08971896202597919,0.0016350126565991552,68,67,67,64,71,63,64,68
6.296,-0.9750635345963122,-0.6055961564944887,89.79176400591354,8,-0.975,-0.5,0.08843613709993017,0.009098185552001816,70,62,68,71,67,66,69,67
6.304,-0.9750607272436846,-0.6048237215960207,89.79176400591354,8,-0.975,-0.5,0.08842461310339776,0.009165229446161494,68,66,65,62,67,70,68,60
6.312,-0.9750583877831617,-0.6041800258472975,89.7917640059136,8,-0.975,-0.5,0.08841487923358586,0.009221858805220862,70,66,63,71,64,67,65,64
6.32,-0.975056690881505,-0.603471957880627,89.93361513388497,8,-0.975,-0.5,0.08968506039700412,0.0018322443390672571,70,68,65,60,66,63,72,69
6.328,-0.9750549939798484,-0.6027638899139566,89.79176400591354,8,-0.975,-0.5,0.08840183197326433,0.00929776468887944,62,65,63,66,69,67,71,65
6.336,-0.9750521866272208,-0.6019914550154887,89.79176400591354,8,-0.975,-0.5,0.08838972814777603,0.009368181891165285,68,68,68,71,70,68,67,68
6.344,-0.9750498471666978,-0.6013477592667653,89.79176400591354,8,-0.975,-0.5,0.0883795006875059,0.009427682843108798,61,70,67,63,67,65,63,65
6.352,-0.9750481502650412,-0.600639691300095,89.93361513388497,8,-0.975,-0.5,0.0896492506027178,0.002040577277319988,71,69,69,70,69,71,61,66
6.36,-0.9750472552896181,-0.5998672518185697,89.93361513388497,8,-0.975,-0.5,0.0896465376732208,0.00205636046135238,67,67,71,72,66,63,70,67
6.368,-0.9750455583879615,-0.5991591838518994,89.79176400591354,8,-0.975,-0.5,0.0883627953944153,0.009524870298756039,67,60,63,72,76,65,61,61
6.376,-0.9750438614863048,-0.5984511158852289,89.93361513388497,8,-0.975,-0.5,0.08963227154860363,0.0021393574100421193,67,63,65,66,68,69,66,67
6.384,-0.9750421645846482,-0.5977430479185585,89.7917640059136,8,-0.975,-0.5,0.08834832331491216,0.009609065444402765,67,70,63,68,64,66,72,69
6.392,-0.9750404676829916,-0.597034979951888,89.93361513388497,8,-0.975,-0.5,0.08961758902178776,0.0022247768885252928,56,67,68,66,66,62,64,70
6.4,-0.9750387707813349,-0.5963269119852176,89.79176400591354,8,-0.975,-0.5,0.08833342571674399,0.009695736157294021,65,64,67,64,71,66,70,65
6.408,-0.9750370738796783,-0.5956188440185473,89.93361513388497,8,-0.975,-0.5,0.08960247159175934,0.0023127265313371836,70,63,64,69,66,68,67,63
6.416,-0.9750353769780217,-0.5949107760518768,89.79176400591354,8,-0.975,-0.5,0.08831808355280345,0.009784993249008389,72,68,65,62,68,64,70,68
6.424,-0.975033680076365,-0.5942027080852065,89.93361513388497,8,-0.975,-0.5,0.08958689964501408,0.0024033204452205137,68,67,66,62,65,67,65,76
6.432,-0.9750319831747084,-0.593494640118536,89.79176400591354,8,-0.975,-0.5,0.08830227662197904,0.00987695424484869,68,74,69,64,66,61,69,67
6.44,-0.9750302862730518,-0.5927865721518657,89.93361513388497,8,-0.975,-0.5,0.08957085237066195,0.002496679703025695,72,69,66,69,66,66,66,74
6.448,-0.9750293912976287,-0.5920141326703404,89.93361513388497,8,-0.975,-0.5,0.08956724976386621,0.0025176388197725164,72,70,66,65,62,64,71,62
6.456,-0.9750286454847761,-0.5913704331024027,89.93361513388504,8,-0.975,-0.5,0.08956420106122674,0.0025353754527634997,62,61,69,60,67,62,67,71
6.464,-0.975027750509353,-0.5905979936208774,89.93361513388497,8,-0.975,-0.5,0.08956048543284427,0.002556992102448419,61,61,65,67,71,62,64,67
6.472,-0.9750270046965004,-0.5899542940529396,89.93361513388497,9,-0.975,-0.5,0.08955734033029099,0.002575289567404271,72,61,67,64,67,75,68,71
6.48,-0.9750261097210773,-0.5891818545714145,89.93361513388497,9,-0.975,-0.5,0.08955350627704903,0.0025975951849939176,68,68,70,72,74,69,69,70
6.488,-0.9750244128194206,-0.588473786604744,89.79176400591354,9,-0.975,-0.5,0.08826816411201276,0.01007541278319235,68,67,66,62,65,68,73,71
6.496,-0.975022715917764,-0.5877657186380737,89.93361513388497,9,-0.975,-0.5,0.08953600216252772,0.0026994299953415624,70,66,68,72,66,67,66,66
6.5040000000000004,-0.9750210190161074,-0.5870576506714033,89.79176400591354,9,-0.975,-0.5,0.08825037640348449,0.010178897476593505,66,63,71,66,64,65,64,61
6.5120000000000005,-0.9750193221144507,-0.5863495827047329,89.93361513388497,9,-0.975,-0.5,0.08951792391160185,0.0028046049958943,63,70,64,65,69,71,70,59
6.5200000000000005,-0.9750176252127941,-0.5856415147380625,89.79176400591354,9,-0.975,-0.5,0.08823200043290601,0.01028580453987482,62,70,69,65,73,66,73,66
6.5280000000000005,-0.9750159283111375,-0.584933446771392,89.93361513388504,9,-0.975,-0.5,0.08949924280575089,0.0029132872642319008,65,66,67,62,61,68,68,66
6.5360000000000005,-0.9750150333357144,-0.5841610072898668,89.93361513388497,9,-0.975,-0.5,0.08949464679587993,0.0029400257657994358,69,73,65,62,67,67,64,68
6.5440000000000005,-0.9750142875228618,-0.583517307721929,89.93361513388497,9,-0.975,-0.5,0.08949075184512587,0.0029626856707531957,65,70,64,60,66,69,68,66
6.5520000000000005,-0.9750133925474387,-0.5827448682404038,89.93361513388497,9,-0.975,-0.5,0.08948599791193278,0.0029903429329662945,61,72,71,68,63,68,65,70
6.5600000000000005,-0.9750126467345861,-0.5821011686724661,89.93361513388497,9,-0.975,-0.5,0.08948196796825772,0.0030137881948995027,68,67,69,70,67,68,59,63
6.5680000000000005,-0.975011751759163,-0.5813287291909409,89.93361513388497,9,-0.975,-0.5,0.08947704783000981,0.0030424123989258867,67,59,68,64,65,64,69,65
6.5760000000000005,-0.9750110059463104,-0.5806850296230032,89.93361513388497,9,-0.975,-0.5,0.08947287575183638,0.003066684565851574,66,66,66,64,66,72,69,62
6.5840000000000005,-0.9750101109708873,-0.579912590141478,89.93361513388497,9,-0.975,-0.5,0.08946778053743541,0.003096327321648884,63,65,67,67,70,68,72,66
6.5920000000000005,-0.9750092159954642,-0.5791401506599527,89.93361513388497,9,-0.975,-0.5,0.08946258586036579,0.0031265487277964965,72,68,72,67,67,70,68,65
6.6000000000000005,-0.9750084701826116,-0.578496451092015,89.93361513388504,9,-0.975,-0.5,0.0894581788660086,0.0031521875816797893,61,69,70,64,71,69,66,63
6.6080000000000005,-0.9750075752071885,-0.5777240116104897,89.93361513388497,9,-0.975,-0.5,0.0894527941177286,0.003183514777305385,74,64,64,72,70,70,66,66
6.6160000000000005,-0.9750068293943359,-0.577080312042552,89.93361513388497,9,-0.975,-0.5,0.08944822438585266,0.0032101003996949373,70,69,64,69,62,64,66,63
6.6240000000000006,-0.9750059344189128,-0.5763078725610268,89.93361513388497,9,-0.975,-0.5,0.0894426389402295,0.0032425952051333695,70,67,67,68,69,65,64,66
6.632000000000001,-0.9750051886060602,-0.575664172993089,89.93361513388497,9,-0.975,-0.5,0.08943789728735337,0.0032701810233584094,72,65,67,67,65,66,62,71
6.640000000000001,-0.9750042936306371,-0.5748917335115639,89.93361513388497,9,-0.975,-0.5,0.08943209971114117,0.003303909954537776,69,67,65,68,70,68,64,69
6.648000000000001,-0.9750035478177845,-0.5742480339436261,89.93361513388497,9,-0.975,-0.5,0.08942717624957279,0.0033325534928589917,64,67,65,69,62,69,70,68
6.656000000000001,-0.9750026528423614,-0.573475594462101,89.93361513388497,9,-0.975,-0.5,0.08942115422430345,0.0033675882157218062,63,72,66,72,71,70,67,68
6.664,-0.9750017578669383,-0.5727031549805757,89.93361513388497,9,-0.975,-0.5,0.08941500423621697,0.0034033673960776056,72,64,62,62,60,63,68,65
6.672,-0.9750010120540857,-0.5720594554126379,89.93361513388504,9,-0.975,-0.5,0.08940977852794363,0.0034337693344503872,71,69,66,65,61,69,67,62
6.68,-0.9750001170786626,-0.5712870159311126,89.93361513388497,9,-0.975,-0.5,0.08940338310560118,0.0034709763934275273,66,70,68,67,64,69,68,67
6.688,-0.97499937126581,-0.5706433163631749,89.93361513388497,9,-0.975,-0.5,0.08939794674970761,0.003502603829978579,67,71,66,68,60,70,67,69
6.696,-0.9749984762903869,-0.5698708768816497,89.93361513388497,9,-0.975,-0.4500000000000002,0.0893959814921714,0.003514037234864098,68,69,72,66,62,66,62,67
6.704,-0.9749977304775344,-0.569227177313712,89.93361513388497,9,-0.975,-0.4500000000000002,0.08939272043514321,0.0035330092956098458,62,71,63,69,66,65,69,73
6.712,-0.9749968355021112,-0.5684547378321868,89.93361513388497,9,-0.975,-0.4500000000000002,0.08938876038316815,0.003556047944114793,65,71,88,64,68,71,66,73
6.72,-0.9749960896892587,-0.5678110382642491,89.93361513388497,9,-0.975,-0.4500000000000002,0.08938542067192522,0.0035754775965330943,64,67,92,65,67,71,70,67
6.728,-0.9749951947138356,-0.5670385987827239,89.93361513388497,9,-0.975,-0.4500000000000002,0.08938136452678716,0.003599075292399112,71,67,94,66,65,66,65,67
6.736,-0.9749952508284737,-0.5663305287849474,90.07546626185639,9,-0.975,-0.4500000000000002,0.08934185544616804,-0.0038289298061455757,66,65,93,72,62,69,65,71
6.744,-0.9749953069431119,-0.565622458787171,89.93361513388497,9,-0.975,-0.4500000000000002,0.08938160574561974,0.0035976719381169975,69,66,89,66,69,69,65,67
6.752,-0.9749944119676888,-0.5648500193056457,89.93361513388497,9,-0.975,-0.4500000000000002,0.08937744664886282,0.003621868582222687,63,69,87,71,70,70,69,64
6.76,-0.9749936661548362,-0.564206319737708,89.93361513388497,9,-0.975,-0.4500000000000002,0.08937393775815429,0.0036422824808748366,67,66,90,70,63,68,68,60
6.768,-0.9749927711794131,-0.5634338802561828,89.93361513388497,9,-0.975,-0.4500000000000002,0.0893696745221859,0.0036670849823541296,62,70,90,64,70,60,67,62
6.776,-0.9749920253665605,-0.562790180688245,89.93361513388497,9,-0.975,-0.4500000000000002,0.08936607721960554,0.0036880132404266686,67,70,91,64,71,68,64,69
6.784,-0.9749911303911374,-0.5620177412067199,89.93361513388497,9,-0.975,-0.4500000000000002,0.0893617058835799,0.003713444642546193,65,65,94,63,65,68,72,68
6.792,-0.9749911865057755,-0.5613096712089434,90.07546626185639,9,-0.975,-0.4500000000000002,0.08936163373592997,-0.0037138643805592064,67,68,96,71,68,66,72,64
6.8,-0.9749912426204137,-0.560601601211167,89.93361513388497,9,-0.975,-0.4500000000000002,0.08936170634400328,0.0037134419639115457,68,66,97,68,70,71,66,61
6.808,-0.9749912987350519,-0.5598935312133905,90.07546626185639,9,-0.975,-0.4500000000000002,0.0893616332695921,-0.003713867093602996,63,71,91,69,66,62,68,69
6.816,-0.97499135484969,-0.5591854612156141,89.93361513388497,9,-0.975,-0.4500000000000002,0.08936170681637016,0.00371343921579248,73,66,100,65,64,67,66,65
6.824,-0.9749904598742669,-0.5584130217340888,89.93361513388497,9,-0.975,-0.4500000000000002,0.08935715899498216,0.003739897368130185,65,63,82,63,63,63,72,71
6.832,-0.9749897140614143,-0.557769322166151,89.93361513388497,9,-0.975,-0.4500000000000002,0.08935331934342294,0.0037622355554094433,68,61,70,66,69,67,67,63
6.84,-0.9749888190859912,-0.5569968826846259,89.93361513388497,9,-0.975,-0.4500000000000002,0.08934865077869286,0.003789396164036951,69,68,77,70,67,72,66,70
6.848,-0.9749880732731386,-0.5563531831166881,89.93361513388497,9,-0.975,-0.4500000000000002,0.08934470850477708,0.003812331383985512,71,70,67,68,71,68,63,69
6.856,-0.9749871782977155,-0.555580743635163,89.93361513388497,9,-0.975,-0.4500000000000002,0.08933991432351628,0.0038402227999649874,66,74,70,67,65,62,70,71
6.864,-0.9749872344123537,-0.5548726736373865,90.07546626185639,9,-0.975,-0.4500000000000002,0.0893835724122711,-0.003586230335331786,69,75,68,69,65,61,65,60
6.872,-0.9749872905269918,-0.5541646036396101,89.93361513388497,9,-0.975,-0.4500000000000002,0.08933961855148834,0.003841943531872615,65,73,86,74,60,63,61,68
6.88,-0.97498734664163,-0.5534565336418336,90.07546626185639,9,-0.975,-0.4500000000000002,0.08938387221923615,-0.0035844861291116636,70,65,82,67,62,65,65,62
6.888,-0.9749874027562682,-0.5527484636440572,89.93361513388497,9,-0.975,-0.4500000000000002,0.08933931462645098,0.003843711696066343,68,62,87,58,71,64,66,62
6.896,-0.9749874588709063,-0.5520403936462807,90.07546626185639,9,-0.975,-0.4500000000000002,0.08938418034778078,-0.0035826935099039225,62,70,69,69,64,68,68,62
6.904,-0.9749875149855445,-0.5513323236485043,89.93361513388504,9,-0.975,-0.4500000000000002,0.08933900220658493,0.0038455292811701014,69,68,76,70,67,65,64,65
6.912,-0.9749866200101214,-0.550559884166979,89.93361513388497,9,-0.975,-0.4500000000000002,0.08933392482413242,0.0038750682948964776,62,69,79,67,67,68,66,74
6.92,-0.9749858741972688,-0.5499161845990412,89.93361513388497,9,-0.975,-0.4500000000000002,0.08932963370283963,0.0039000330266170113,66,66,74,63,63,67,68,68
6.928,-0.9749849792218457,-0.5491437451175161,89.93361513388497,9,-0.975,-0.4500000000000002,0.08932441080561897,0.0039304186109483386,74,65,86,67,64,66,69,68
6.936,-0.9749842334089931,-0.5485000455495783,89.93361513388497,9,-0.975,-0.4500000000000002,0.0893199958164478,0.003956103976773928,69,64,97,73,69,67,65,64
6.944,-0.97498333843357,-0.5477276060680532,89.93361513388497,9,-0.975,-0.4500000000000002,0.08931462105804687,0.003987373053639054,66,68,90,63,67,70,69,63
