t,x,y,theta_deg,idx,target_x,target_y,v,w
9.76,-0.9750256285355232,-0.02971220483874762,89.93361513388498,8,-0.975,0.17500000000000004,0.10488157632900327,0.003617045199584945
9.768,-0.9750256948528229,-0.028875394841375444,90.07546626185635,8,-0.975,0.17500000000000004,0.1048346252566628,-0.005051084099030656
9.776,-0.9750257611701225,-0.02803858484400327,89.93361513388498,8,-0.975,0.17500000000000004,0.10488176943840646,0.003611147008505955
9.784,-0.9750258274874222,-0.027201774846631093,90.07546626185635,8,-0.975,0.17500000000000004,0.10483443055217728,-0.005057031009126689
9.792,-0.9750258938047218,-0.02636496484925899,89.93361513388484,8,-0.975,0.17500000000000004,0.1048819657578191,0.003605150773267841
9.8,-0.9750259601220215,-0.025528154851886743,90.07546626185635,8,-0.975,0.17500000000000004,0.10483423259766125,-0.0050630771857559384
9.808,-0.9750260264393211,-0.02469134485451464,89.93361513388484,8,-0.975,0.17500000000000004,0.10488216536795136,0.003599054028718185
9.816,-0.9750260927566208,-0.023854534857142392,90.07546626185635,8,-0.975,0.17500000000000004,0.10483403131105501,-0.005069225135289623
9.824,-0.9750261590739204,-0.02301772485977029,89.93361513388484,8,-0.975,0.17500000000000004,0.1048823683522412,0.0035928542263903305
9.832,-0.9750262253912201,-0.02218091486239804,90.07546626185635,8,-0.975,0.17500000000000004,0.10483382660751275,-0.005075477449194454
9.84,-0.9750262917085197,-0.02134410486502594,89.93361513388484,8,-0.975,0.17500000000000004,0.1048825747969716,0.0035865487309191257
9.848,-0.9750263580258194,-0.02050729486765369,90.07546626185635,8,-0.975,0.17500000000000004,0.1048336183992836,-0.005081836807669715
9.856,-0.975026424343119,-0.01967048487028159,89.93361513388484,8,-0.975,0.17500000000000004,0.10488278479139289,0.0035801348163105873
9.864,-0.9750264906604187,-0.01883367487290934,90.07546626185635,8,-0.975,0.17500000000000004,0.10483340659558585,-0.00508830598348331
9.872,-0.9750265569777183,-0.017996864875537238,89.93361513388484,8,-0.975,0.17500000000000004,0.10488299842785104,0.0035736096620156976
9.88,-0.975026623295018,-0.01716005487816499,90.07546626185635,8,-0.975,0.17500000000000004,0.10483319110247516,-0.005094887846002871
9.888,-0.9750266896123176,-0.016323244880792887,89.93361513388484,8,-0.975,0.17500000000000004,0.1048832158019234,0.0035669703487912754
9.896,-0.9750267559296173,-0.015486434883420639,90.07546626185635,8,-0.975,0.17500000000000004,0.1048329718227057,-0.005101585365432815
9.904,-0.975026822246917,-0.014649624886048537,89.93361513388484,8,-0.975,0.17500000000000004,0.10488343701256103,0.0035602138543486817
9.912,-0.9750268885642166,-0.013812814888676288,90.07546626185635,8,-0.975,0.17500000000000004,0.10483274865558362,-0.005108401617292313
9.92,-0.9750269548815163,-0.012976004891304186,89.93361513388484,8,-0.975,0.17500000000000004,0.104883662162239,0.0035533370487654814
9.928,-0.9750259107435227,-0.012074825496191356,89.933615133885,8,-0.975,0.17500000000000004,0.10488310173774966,0.00357045424072433
9.936,-0.9750250157680996,-0.011302386014666148,89.93361513388484,8,-0.975,0.17500000000000004,0.10488261705862548,0.0035852579221563605
9.944,-0.9750239716301061,-0.010401206619553318,89.933615133885,8,-0.975,0.17500000000000004,0.10488204649524252,0.0036026847889983893
9.952,-0.975023076654683,-0.00962876713802811,89.93361513388484,8,-0.975,0.17500000000000004,0.10488155300774382,0.0036177575069202828
9.96,-0.9750220325166895,-0.008727587742915353,89.93361513388484,8,-0.975,0.17500000000000004,0.10488097202781582,0.0036355025290258913
9.968,-0.9750211375412664,-0.007955148261390071,89.93361513388484,8,-0.975,0.17500000000000004,0.10488046948962235,0.003650851684688594
9.976,-0.9750200934032729,-0.007053968866277315,89.93361513388484,8,-0.975,0.17500000000000004,0.10487987780526734,0.003668923654911671
9.984,-0.9750201597205725,-0.006217158868905068,90.07546626185635,8,-0.975,0.17500000000000004,0.10483631960067315,-0.004999333306156983
9.992,-0.9750202260378722,-0.0053803488715329665,89.93361513388484,8,-0.975,0.17500000000000004,0.10488007941246576,0.0036627659134471635
10.0,-0.9750202923551718,-0.004543538874160719,90.07546626185635,8,-0.975,0.17500000000000004,0.10483611611852675,-0.005005548314648611
10.008000000000001,-0.9750203586724715,-0.0037067288767886177,89.93361513388484,8,-0.975,0.17500000000000004,0.104880284795838,0.0036564928353173265
10.016,-0.9750204249897712,-0.0028699188794163704,90.07546626185635,8,-0.975,0.17500000000000004,0.10483590880715749,-0.005011880280096803
10.024000000000001,-0.9750204913070708,-0.002033108882044269,89.93361513388484,8,-0.975,0.17500000000000004,0.10488049406248057,0.003650101149444085
10.032,-0.9750205576243705,-0.0011962988846720216,90.07546626185635,8,-0.975,0.17500000000000004,0.10483569755744843,-0.0050183325352889385
10.040000000000001,-0.9750206239416701,-0.00035948888729992,89.93361513388484,8,-0.975,0.17500000000000004,0.10488070732357854,0.003643587459873588
10.048,-0.9750206902589698,0.0004773211100723273,90.07546626185635,8,-0.975,0.17500000000000004,0.10483548225609716,-0.005024908540849915
10.056000000000001,-0.9750207565762694,0.0013141311074444289,89.93361513388484,8,-0.975,0.17500000000000004,0.10488092469460245,0.003636948239758686
10.064,-0.9750208228935691,0.002150941104816676,90.07546626185635,8,-0.975,0.17500000000000004,0.10483526278541294,-0.005031611891439969
10.072000000000001,-0.9750208892108687,0.0029877511021887777,89.93361513388484,8,-0.975,0.17500000000000004,0.10488114629551679,0.0036301798249924744
10.08,-0.9750209555281684,0.003824561099561025,90.07546626185635,8,-0.975,0.17500000000000004,0.10483503902310232,-0.005038446322299106
10.088000000000001,-0.975021021845468,0.0046613710969331265,89.93361513388484,8,-0.975,0.17500000000000004,0.10488137225100078,0.0036232784074649036
10.096,-0.9750210881627677,0.005498181094305374,90.07546626185635,9,-0.975,0.17500000000000004,0.10483481084204185,-0.00504541571619177
10.104000000000001,-0.9750211544800673,0.006334991091677475,89.93361513388484,9,-0.975,0.17500000000000004,0.1048816026906823,0.0036162400279183817
10.112,-0.975021220797367,0.007171801089049723,90.07546626185635,9,-0.975,0.17500000000000004,0.10483457811003728,-0.005052524110761847
10.120000000000001,-0.9750212871146666,0.008008611086421823,89.93361513388484,9,-0.975,0.17500000000000004,0.1048818377493858,0.003609060568372846
10.128,-0.9750213534319663,0.008845421083793926,90.07546626185635,9,-0.975,0.17500000000000004,0.10483434068956819,-0.0050597757063322035
10.136000000000001,-0.9750214197492659,0.009682231081166174,89.93361513388484,9,-0.975,0.17500000000000004,0.10488207756739543,0.003601735744093836
10.144,-0.9750214860665656,0.010519041078538276,90.07546626185635,9,-0.975,0.17500000000000004,0.10483409843751693,-0.005067174874182179
10.152000000000001,-0.9750215523838652,0.011355851075910525,89.93361513388484,9,-0.975,0.17500000000000004,0.10488232229073417,0.0035942610950632226
10.16,-0.9750216187011649,0.012192661073282627,90.07546626185635,9,-0.975,0.17500000000000004,0.10483385120488102,-0.005074726165333332
10.168000000000001,-0.9750216850184645,0.013029471070654875,89.93361513388484,9,-0.975,0.17500000000000004,0.1048825720714604,0.0035866319769222166
