tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
12.704,-0.3666,-0.0657,44.65,27,0.1643,TRACKING,71.6,67.6,56.23112,58.39772,1.1749
12.720,-0.3654,-0.0645,44.65,27,0.1626,TRACKING,67.8,67.6,56.31276,58.47936,1.1766
12.736,-0.3642,-0.0634,44.65,27,0.1609,TRACKING,67.5,67.6,56.39440,58.56100,1.1783
12.752,-0.3630,-0.0622,44.65,27,0.1593,TRACKING,68.0,67.6,56.47604,58.64264,1.1800
12.768,-0.3619,-0.0610,44.65,27,0.1576,TRACKING,69.1,67.6,56.55768,58.72428,1.1816
12.784,-0.3607,-0.0598,44.65,27,0.1559,TRACKING,70.1,67.0,56.63932,58.80592,1.1833
12.800,-0.3595,-0.0587,44.65,27,0.1542,TRACKING,65.7,66.8,56.72096,58.88756,1.1850
12.816,-0.3583,-0.0575,44.65,27,0.1526,TRACKING,71.0,66.7,56.80260,58.96920,1.1867
12.832,-0.3571,-0.0563,44.65,27,0.1509,TRACKING,72.1,67.4,56.88424,59.05084,1.1883
12.848,-0.3559,-0.0551,44.65,27,0.1492,TRACKING,77.0,68.1,56.96588,59.13248,1.1900
12.864,-0.3547,-0.0540,44.65,27,0.1476,TRACKING,68.8,68.0,57.04752,59.21412,1.1917
12.880,-0.3535,-0.0528,44.65,27,0.1459,TRACKING,74.6,68.9,57.12916,59.29576,1.1934
12.896,-0.3523,-0.0516,44.65,27,0.1442,TRACKING,72.7,68.9,57.21080,59.37740,1.1950
12.912,-0.3511,-0.0504,44.65,27,0.1425,TRACKING,71.9,68.5,57.29244,59.45904,1.1967
12.928,-0.3499,-0.0493,44.65,27,0.1409,TRACKING,67.1,68.3,57.37408,59.54068,1.1984
12.944,-0.3488,-0.0481,44.65,27,0.1392,TRACKING,72.4,68.7,57.45572,59.62232,1.2000
12.960,-0.3476,-0.0469,44.65,27,0.1375,TRACKING,70.6,68.9,57.53736,59.70396,1.2017
12.976,-0.3464,-0.0457,44.65,27,0.1358,TRACKING,71.4,69.3,57.61900,59.78560,1.2034
12.992,-0.3452,-0.0445,44.65,27,0.1342,TRACKING,70.1,68.9,57.70064,59.86724,1.2051
13.008,-0.3440,-0.0434,44.65,27,0.1325,TRACKING,66.4,68.0,57.78228,59.94888,1.2067
13.024,-0.3428,-0.0422,44.65,27,0.1308,TRACKING,63.9,67.5,57.86392,60.03052,1.2084
13.040,-0.3416,-0.0410,44.65,27,0.1291,TRACKING,66.0,66.9,57.94556,60.11216,1.2101
13.056,-0.3404,-0.0398,44.65,27,0.1275,TRACKING,67.0,66.8,58.02720,60.19380,1.2118
13.072,-0.3392,-0.0387,44.65,27,0.1258,TRACKING,70.0,67.1,58.10884,60.27544,1.2134
13.088,-0.3380,-0.0375,44.65,27,0.1241,TRACKING,66.6,67.0,58.19048,60.35708,1.2151
13.104,-0.3368,-0.0363,44.65,27,0.1224,TRACKING,70.1,67.4,58.27212,60.43872,1.2168
13.120,-0.3357,-0.0351,44.65,27,0.1208,TRACKING,68.7,66.8,58.35376,60.52036,1.2185
13.136,-0.3345,-0.0340,44.65,27,0.1191,TRACKING,67.5,66.7,58.43540,60.60200,1.2201
13.152,-0.3333,-0.0328,44.65,27,0.1174,TRACKING,66.4,66.6,58.51704,60.68364,1.2218
13.168,-0.3321,-0.0316,44.65,27,0.1158,TRACKING,66.4,66.3,58.59868,60.76528,1.2235
13.184,-0.3309,-0.0304,44.65,27,0.1141,TRACKING,72.1,67.1,58.68032,60.84692,1.2252
13.200,-0.3297,-0.0293,44.65,27,0.1124,TRACKING,64.0,66.3,58.76196,60.92856,1.2268
13.216,-0.3285,-0.0281,44.65,27,0.1107,TRACKING,75.0,67.4,58.84360,61.01020,1.2285
13.232,-0.3274,-0.0270,44.78,27,0.1091,TRACKING,70.1,67.8,58.91896,61.09184,1.2301
13.248,-0.3262,-0.0258,44.78,27,0.1074,TRACKING,70.5,68.1,59.00060,61.17348,1.2318
13.264,-0.3249,-0.0245,44.78,27,0.1056,TRACKING,72.4,68.7,59.08852,61.26140,1.2336
13.280,-0.3237,-0.0233,44.78,27,0.1040,TRACKING,69.7,68.7,59.17016,61.34304,1.2353
13.296,-0.3225,-0.0221,44.78,27,0.1023,TRACKING,68.5,68.1,59.25180,61.42468,1.2369
13.312,-0.3213,-0.0210,44.78,27,0.1006,TRACKING,68.6,67.5,59.33344,61.50632,1.2386
13.328,-0.3202,-0.0198,44.78,27,0.0990,TRACKING,72.2,68.2,59.41508,61.58796,1.2403
13.344,-0.3190,-0.0186,44.78,27,0.0973,TRACKING,71.3,68.6,59.49672,61.66960,1.2420
13.360,-0.3178,-0.0174,44.78,27,0.0956,TRACKING,67.2,68.3,59.57836,61.75124,1.2436
13.376,-0.3166,-0.0163,44.78,27,0.0939,TRACKING,69.7,68.2,59.66000,61.83288,1.2453
13.392,-0.3154,-0.0151,44.78,27,0.0923,TRACKING,68.1,68.1,59.74164,61.91452,1.2470
13.408,-0.3142,-0.0139,44.78,27,0.0906,TRACKING,73.6,67.9,59.82328,61.99616,1.2486
13.424,-0.3130,-0.0127,44.78,27,0.0889,TRACKING,73.1,68.6,59.90492,62.07780,1.2503
13.440,-0.3118,-0.0115,44.78,27,0.0872,TRACKING,67.6,68.5,59.98656,62.15944,1.2520
13.456,-0.3106,-0.0104,44.78,27,0.0856,TRACKING,71.5,68.4,60.06820,62.24108,1.2537
13.472,-0.3095,-0.0092,44.78,27,0.0839,TRACKING,71.2,68.8,60.14984,62.32272,1.2553
13.488,-0.3083,-0.0080,44.78,27,0.0822,TRACKING,69.1,68.6,60.23148,62.40436,1.2570
13.504,-0.3071,-0.0068,44.78,27,0.0805,TRACKING,64.6,68.0,60.31312,62.48600,1.2587
13.520,-0.3059,-0.0056,44.78,27,0.1849,TRACKING,67.3,67.1,60.39476,62.56764,1.2604
13.536,-0.3047,-0.0045,44.78,27,0.1833,TRACKING,62.5,66.5,60.47640,62.64928,1.2620
13.552,-0.3035,-0.0033,44.78,27,0.1816,TRACKING,69.4,66.8,60.55804,62.73092,1.2637
13.568,-0.3023,-0.0021,44.78,27,0.1799,TRACKING,68.1,67.0,60.63968,62.81256,1.2654
13.584,-0.3011,-0.0009,44.78,27,0.1782,TRACKING,67.3,66.6,60.72132,62.89420,1.2671
13.600,-0.3000,0.0003,44.78,27,0.1766,TRACKING,69.0,66.9,60.80296,62.97584,1.2687
13.616,-0.2988,0.0014,44.78,26,0.1749,TRACKING,69.6,66.5,60.88460,63.05748,1.2704
13.632,-0.2976,0.0026,44.78,26,0.1732,TRACKING,73.5,67.4,60.96624,63.13912,1.2721
13.648,-0.2964,0.0038,44.78,26,0.1715,TRACKING,71.8,67.2,61.04788,63.22076,1.2738
13.664,-0.2952,0.0049,44.90,26,0.1699,TRACKING,68.0,67.3,61.12324,63.30240,1.2754
13.680,-0.2940,0.0061,44.78,26,0.1682,TRACKING,70.1,67.5,61.21116,63.38404,1.2771
13.696,-0.2929,0.0073,44.90,26,0.1666,TRACKING,71.8,68.1,61.28652,63.46568,1.2787
13.712,-0.2916,0.0085,44.78,26,0.1649,TRACKING,71.8,67.9,61.37444,63.54732,1.2804
13.728,-0.2905,0.0096,44.90,26,0.1632,TRACKING,69.9,68.1,61.44980,63.62896,1.2821
13.744,-0.2893,0.0108,44.90,26,0.1616,TRACKING,68.3,67.7,61.53144,63.71060,1.2837
13.760,-0.2881,0.0120,44.78,26,0.1598,TRACKING,70.3,68.1,61.61936,63.79224,1.2855
13.776,-0.2869,0.0132,44.90,26,0.1582,TRACKING,68.0,68.1,61.69472,63.87388,1.2871
13.792,-0.2857,0.0144,44.78,26,0.1565,TRACKING,62.8,67.4,61.78264,63.95552,1.2888
13.808,-0.2846,0.0155,44.90,26,0.1549,TRACKING,69.1,67.6,61.85800,64.03716,1.2904
13.824,-0.2833,0.0168,45.03,26,0.1531,TRACKING,74.2,67.0,61.93964,64.12508,1.2922
13.840,-0.2821,0.0180,44.90,26,0.1514,TRACKING,69.0,67.0,62.02756,64.20672,1.2939
13.856,-0.2809,0.0192,44.90,26,0.1497,TRACKING,74.2,67.9,62.10920,64.28836,1.2956
13.872,-0.2797,0.0204,44.90,26,0.1481,TRACKING,69.2,68.1,62.19084,64.37000,1.2972
13.888,-0.2786,0.0215,44.90,26,0.1464,TRACKING,66.8,67.9,62.27248,64.45164,1.2989
13.904,-0.2774,0.0227,44.90,26,0.1447,TRACKING,65.8,67.6,62.35412,64.53328,1.3006
13.920,-0.2762,0.0239,44.90,26,0.1430,TRACKING,67.8,66.5,62.43576,64.61492,1.3023
13.936,-0.2750,0.0251,44.90,26,0.1414,TRACKING,68.2,66.7,62.51740,64.69656,1.3039
13.952,-0.2738,0.0263,44.90,26,0.1397,TRACKING,68.2,66.7,62.59904,64.77820,1.3056
13.968,-0.2726,0.0275,44.90,26,0.1380,TRACKING,70.8,67.1,62.68068,64.85984,1.3073
13.984,-0.2714,0.0286,44.90,26,0.1363,TRACKING,69.9,67.4,62.76232,64.94148,1.3090
14.000,-0.2703,0.0298,44.90,26,0.1347,TRACKING,66.9,67.4,62.84396,65.02312,1.3106
14.016,-0.2691,0.0310,44.90,26,0.1330,TRACKING,66.7,67.3,62.92560,65.10476,1.3123
14.032,-0.2679,0.0322,44.90,26,0.1313,TRACKING,68.6,67.5,63.00724,65.18640,1.3140
14.048,-0.2667,0.0334,44.90,26,0.1296,TRACKING,71.1,67.9,63.08888,65.26804,1.3157
14.064,-0.2655,0.0345,44.90,26,0.1280,TRACKING,71.2,67.3,63.17052,65.34968,1.3173
14.080,-0.2643,0.0357,44.90,26,0.1263,TRACKING,62.2,66.5,63.25216,65.43132,1.3190
14.096,-0.2631,0.0369,44.90,26,0.1246,TRACKING,70.1,66.8,63.33380,65.51296,1.3207
14.112,-0.2620,0.0381,44.90,26,0.1229,TRACKING,64.1,66.5,63.41544,65.59460,1.3224
14.128,-0.2608,0.0393,44.90,26,0.1213,TRACKING,69.2,66.6,63.49708,65.67624,1.3240
14.144,-0.2596,0.0404,44.90,26,0.1196,TRACKING,73.3,67.5,63.57872,65.75788,1.3257
14.160,-0.2584,0.0416,44.90,26,0.1179,TRACKING,71.6,68.0,63.66036,65.83952,1.3274
14.176,-0.2572,0.0428,44.90,26,0.1163,TRACKING,73.2,68.7,63.74200,65.92116,1.3290
14.192,-0.2560,0.0440,44.90,26,0.1146,TRACKING,68.9,68.7,63.82364,66.00280,1.3307
14.208,-0.2548,0.0452,44.90,26,0.1129,TRACKING,65.8,68.0,63.90528,66.08444,1.3324
14.224,-0.2537,0.0464,44.90,26,0.1112,TRACKING,64.9,67.6,63.98692,66.16608,1.3341
14.240,-0.2525,0.0475,44.90,26,0.1096,TRACKING,72.7,67.6,64.06856,66.24772,1.3357
14.256,-0.2513,0.0487,44.90,26,0.1079,TRACKING,67.5,67.5,64.15020,66.32936,1.3374
14.272,-0.2501,0.0499,44.90,26,0.1062,TRACKING,71.0,67.1,64.23184,66.41100,1.3391
14.288,-0.2489,0.0511,44.90,26,0.1045,TRACKING,76.2,68.3,64.31348,66.49264,1.3408
14.304,-0.2477,0.0523,44.90,26,0.1029,TRACKING,71.2,68.3,64.39512,66.57428,1.3424
14.320,-0.2465,0.0534,44.90,26,0.1012,TRACKING,68.9,68.4,64.47676,66.65592,1.3441
14.336,-0.2453,0.0547,45.03,26,0.0995,TRACKING,68.1,68.4,64.55840,66.74384,1.3458
14.352,-0.2441,0.0559,45.03,26,0.0978,TRACKING,69.9,67.8,64.64004,66.82548,1.3475
14.368,-0.2430,0.0570,45.03,26,0.0961,TRACKING,65.1,67.5,64.72168,66.90712,1.3492
14.384,-0.2418,0.0582,45.03,26,0.0944,TRACKING,66.4,67.3,64.80332,66.98876,1.3509
14.400,-0.2406,0.0594,45.03,26,0.0928,TRACKING,64.5,66.9,64.88496,67.07040,1.3525
14.416,-0.2394,0.0606,45.03,26,0.0911,TRACKING,64.6,66.5,64.96660,67.15204,1.3542
14.432,-0.2382,0.0618,45.03,26,0.0894,TRACKING,64.8,66.2,65.04824,67.23368,1.3559
14.448,-0.2370,0.0630,45.03,26,0.0877,TRACKING,72.1,66.2,65.12988,67.31532,1.3576
14.464,-0.2359,0.0641,45.03,26,0.0861,TRACKING,71.4,66.8,65.21152,67.39696,1.3592
14.480,-0.2347,0.0653,45.03,26,0.0844,TRACKING,69.2,67.1,65.29316,67.47860,1.3609
14.496,-0.2335,0.0665,45.03,26,0.0827,TRACKING,61.9,66.4,65.37480,67.56024,1.3626
14.512,-0.2323,0.0677,45.03,26,0.0810,TRACKING,70.1,66.9,65.45644,67.64188,1.3643
14.528,-0.2311,0.0689,45.03,26,0.1854,TRACKING,66.2,66.7,65.53808,67.72352,1.3659
14.544,-0.2299,0.0701,45.03,26,0.1838,TRACKING,66.7,66.4,65.61972,67.80516,1.3676
14.560,-0.2288,0.0713,45.03,26,0.1821,TRACKING,66.5,66.4,65.70136,67.88680,1.3693
14.576,-0.2276,0.0724,45.03,26,0.1804,TRACKING,67.6,66.6,65.78300,67.96844,1.3710
14.592,-0.2263,0.0737,44.90,26,0.1787,TRACKING,67.4,66.7,65.87092,68.05008,1.3727
14.608,-0.2252,0.0748,44.90,26,0.1770,TRACKING,70.4,66.6,65.95256,68.13172,1.3744
14.624,-0.2240,0.0760,44.90,25,0.1753,TRACKING,70.5,66.9,66.03420,68.21336,1.3760
14.640,-0.2228,0.0772,44.90,25,0.1737,TRACKING,69.5,67.1,66.11584,68.29500,1.3777
14.656,-0.2216,0.0784,44.90,25,0.1720,TRACKING,69.2,67.4,66.19748,68.37664,1.3794
14.672,-0.2204,0.0796,44.90,25,0.1703,TRACKING,63.6,66.9,66.27912,68.45828,1.3811
14.688,-0.2192,0.0808,44.90,25,0.1686,TRACKING,67.5,66.9,66.36076,68.53992,1.3827
14.704,-0.2181,0.0819,44.90,25,0.1670,TRACKING,67.1,66.8,66.44240,68.62156,1.3844
14.720,-0.2169,0.0831,44.90,25,0.1653,TRACKING,72.9,67.6,66.52404,68.70320,1.3861
14.736,-0.2157,0.0843,44.90,25,0.1636,TRACKING,65.3,67.3,66.60568,68.78484,1.3878
14.752,-0.2145,0.0855,44.90,25,0.1619,TRACKING,74.3,67.7,66.68732,68.86648,1.3894
14.768,-0.2133,0.0867,44.90,25,0.1603,TRACKING,69.9,67.6,66.76896,68.94812,1.3911
14.784,-0.2121,0.0878,44.90,25,0.1586,TRACKING,68.2,67.6,66.85060,69.02976,1.3928
14.800,-0.2109,0.0890,44.90,25,0.1569,TRACKING,67.6,67.6,66.93224,69.11140,1.3944
14.816,-0.2098,0.0902,44.90,25,0.1552,TRACKING,68.3,67.1,67.01388,69.19304,1.3961
14.832,-0.2086,0.0914,44.90,25,0.1536,TRACKING,70.3,66.8,67.09552,69.27468,1.3978
14.848,-0.2074,0.0926,44.90,25,0.1519,TRACKING,71.2,67.4,67.17716,69.35632,1.3995
14.864,-0.2062,0.0937,44.90,25,0.1502,TRACKING,69.3,67.7,67.25880,69.43796,1.4011
14.880,-0.2050,0.0950,45.03,25,0.1485,TRACKING,67.0,67.6,67.34044,69.52588,1.4029
14.896,-0.2038,0.0962,45.03,25,0.1468,TRACKING,68.1,67.3,67.42208,69.60752,1.4046
14.912,-0.2026,0.0973,45.03,25,0.1451,TRACKING,71.5,67.8,67.50372,69.68916,1.4062
14.928,-0.2014,0.0985,45.03,25,0.1435,TRACKING,69.4,67.9,67.58536,69.77080,1.4079
14.944,-0.2002,0.0997,45.03,25,0.1418,TRACKING,69.6,68.1,67.66700,69.85244,1.4096
14.960,-0.1991,0.1009,45.03,25,0.1401,TRACKING,68.7,68.2,67.74864,69.93408,1.4112
14.976,-0.1979,0.1021,45.03,25,0.1384,TRACKING,64.3,67.7,67.83028,70.01572,1.4129
14.992,-0.1967,0.1033,45.03,25,0.1368,TRACKING,69.0,67.9,67.91192,70.09736,1.4146
15.008,-0.1955,0.1044,45.03,25,0.1351,TRACKING,67.9,67.9,67.99356,70.17900,1.4163
15.024,-0.1943,0.1056,45.03,25,0.1334,TRACKING,67.9,67.9,68.07520,70.26064,1.4179
15.040,-0.1931,0.1068,45.03,25,0.1317,TRACKING,73.2,68.0,68.15684,70.34228,1.4196
15.056,-0.1920,0.1080,45.03,25,0.1301,TRACKING,71.5,67.8,68.23848,70.42392,1.4213
15.072,-0.1908,0.1092,45.03,25,0.1284,TRACKING,69.6,68.0,68.32012,70.50556,1.4230
15.088,-0.1896,0.1104,45.03,25,0.1267,TRACKING,67.7,67.8,68.40176,70.58720,1.4246
15.104,-0.1884,0.1116,45.03,25,0.1251,TRACKING,69.9,68.1,68.48340,70.66884,1.4263
15.120,-0.1872,0.1127,45.03,25,0.1234,TRACKING,69.0,68.2,68.56504,70.75048,1.4280
15.136,-0.1860,0.1139,45.03,25,0.1217,TRACKING,70.7,68.6,68.64668,70.83212,1.4297
15.152,-0.1849,0.1151,45.03,25,0.1200,TRACKING,74.4,68.4,68.72832,70.91376,1.4313
15.168,-0.1837,0.1163,45.03,25,0.1184,TRACKING,66.1,68.1,68.80996,70.99540,1.4330
15.184,-0.1825,0.1175,45.03,25,0.1167,TRACKING,72.0,68.6,68.89160,71.07704,1.4347
15.200,-0.1813,0.1187,45.03,25,0.1150,TRACKING,72.4,68.1,68.97324,71.15868,1.4364
15.216,-0.1801,0.1198,45.03,25,0.1133,TRACKING,71.1,68.5,69.05488,71.24032,1.4380
15.232,-0.1789,0.1210,45.03,25,0.1117,TRACKING,63.2,67.7,69.13652,71.32196,1.4397
15.248,-0.1777,0.1223,44.90,25,0.1099,TRACKING,68.6,67.8,69.22444,71.40360,1.4414
15.264,-0.1765,0.1234,44.90,25,0.1083,TRACKING,76.9,68.0,69.30608,71.48524,1.4431
15.280,-0.1753,0.1246,44.90,25,0.1066,TRACKING,71.1,68.4,69.38772,71.56688,1.4448
15.296,-0.1742,0.1258,44.90,25,0.1049,TRACKING,68.4,68.4,69.46936,71.64852,1.4465
15.312,-0.1730,0.1270,44.90,25,0.1032,TRACKING,65.2,68.0,69.55100,71.73016,1.4481
15.328,-0.1718,0.1282,44.90,25,0.1016,TRACKING,67.7,67.9,69.63264,71.81180,1.4498
15.344,-0.1706,0.1293,44.90,25,0.0999,TRACKING,72.7,67.9,69.71428,71.89344,1.4515
15.360,-0.1694,0.1306,45.03,25,0.0981,TRACKING,68.2,67.9,69.79592,71.98136,1.4532
15.376,-0.1682,0.1318,45.03,25,0.0965,TRACKING,70.6,68.3,69.87756,72.06300,1.4549
15.392,-0.1670,0.1329,45.03,25,0.0948,TRACKING,65.8,67.9,69.95920,72.14464,1.4566
15.408,-0.1658,0.1341,45.03,25,0.0931,TRACKING,66.8,67.8,70.04084,72.22628,1.4582
15.424,-0.1646,0.1353,45.03,25,0.0915,TRACKING,73.0,68.5,70.12248,72.30792,1.4599
15.440,-0.1635,0.1365,45.03,25,0.0898,TRACKING,70.2,68.7,70.20412,72.38956,1.4616
15.456,-0.1623,0.1377,45.03,25,0.0881,TRACKING,69.6,68.0,70.28576,72.47120,1.4633
15.472,-0.1611,0.1389,45.03,25,0.0864,TRACKING,70.4,67.7,70.36740,72.55284,1.4649
15.488,-0.1599,0.1400,45.03,25,0.0848,TRACKING,66.5,67.4,70.44904,72.63448,1.4666
15.504,-0.1587,0.1412,45.03,25,0.0831,TRACKING,74.1,68.3,70.53068,72.71612,1.4683
15.520,-0.1575,0.1424,45.03,25,0.0814,TRACKING,71.0,67.8,70.61232,72.79776,1.4700
15.536,-0.1564,0.1436,45.03,25,0.1858,TRACKING,66.4,67.5,70.69396,72.87940,1.4716
15.552,-0.1552,0.1448,45.03,25,0.1841,TRACKING,71.4,67.8,70.77560,72.96104,1.4733
15.568,-0.1540,0.1460,45.03,25,0.1825,TRACKING,70.1,68.1,70.85724,73.04268,1.4750
15.584,-0.1528,0.1472,45.03,25,0.1808,TRACKING,67.0,68.0,70.93888,73.12432,1.4766
15.600,-0.1516,0.1483,45.03,25,0.1791,TRACKING,68.9,68.1,71.02052,73.20596,1.4783
15.616,-0.1505,0.1495,45.03,25,0.1774,TRACKING,65.4,67.6,71.10216,73.28760,1.4800
15.632,-0.1493,0.1507,45.03,24,0.1758,TRACKING,70.4,68.0,71.18380,73.36924,1.4817
15.648,-0.1481,0.1519,45.03,24,0.1741,TRACKING,68.1,68.0,71.26544,73.45088,1.4833
15.664,-0.1469,0.1531,45.03,24,0.1724,TRACKING,70.2,68.3,71.34708,73.53252,1.4850
15.680,-0.1457,0.1543,45.03,24,0.1707,TRACKING,68.4,68.3,71.42872,73.61416,1.4867
15.696,-0.1445,0.1554,45.03,24,0.1691,TRACKING,71.9,68.1,71.51036,73.69580,1.4884
15.712,-0.1434,0.1566,45.03,24,0.1674,TRACKING,67.4,67.1,71.59200,73.77744,1.4900
15.728,-0.1422,0.1578,45.03,24,0.1657,TRACKING,67.7,67.1,71.67364,73.85908,1.4917
15.744,-0.1410,0.1590,45.03,24,0.1640,TRACKING,69.5,67.3,71.75528,73.94072,1.4934
15.760,-0.1398,0.1602,44.90,24,0.1623,TRACKING,69.4,67.2,71.84320,74.02236,1.4951
15.776,-0.1386,0.1614,44.90,24,0.1606,TRACKING,71.8,67.8,71.92484,74.10400,1.4968
15.792,-0.1374,0.1626,44.90,24,0.1590,TRACKING,73.2,68.3,72.00648,74.18564,1.4985
15.808,-0.1362,0.1638,44.90,24,0.1573,TRACKING,72.9,68.7,72.08812,74.26728,1.5001
15.824,-0.1350,0.1649,44.90,24,0.1556,TRACKING,69.9,68.5,72.16976,74.34892,1.5018
15.840,-0.1338,0.1662,45.03,24,0.1539,TRACKING,70.8,68.5,72.25140,74.43684,1.5036
15.856,-0.1326,0.1674,45.03,24,0.1522,TRACKING,70.7,68.8,72.33304,74.51848,1.5052
15.872,-0.1314,0.1685,45.03,24,0.1505,TRACKING,82.9,70.6,72.41468,74.60012,1.5069
15.888,-0.1302,0.1697,45.03,24,0.1489,TRACKING,93.3,72.2,72.49632,74.68176,1.5086
15.904,-0.1291,0.1709,45.03,24,0.1472,TRACKING,94.0,75.1,72.57796,74.76340,1.5102
15.920,-0.1279,0.1721,45.03,24,0.1455,TRACKING,117.1,80.6,72.65960,74.84504,1.5119
15.936,-0.1267,0.1733,45.03,24,0.1438,TRACKING,126.8,86.7,72.74124,74.92668,1.5136
15.952,-0.1255,0.1745,45.03,24,0.1422,TRACKING,131.9,92.6,72.82288,75.00832,1.5153
15.968,-0.1243,0.1756,45.03,24,0.1405,TRACKING,142.2,99.2,72.90452,75.08996,1.5169
15.984,-0.1231,0.1768,45.03,24,1.3925,REVERSING,144.8,105.2,72.98616,75.17160,1.5186
16.000,-0.1231,0.1768,45.03,24,1.3925,REVERSING,133.0,108.8,72.98616,75.17160,1.5186
16.016,-0.1240,0.1760,45.03,24,1.3936,REVERSING,138.3,112.7,72.92964,75.11508,1.5198
16.032,-0.1248,0.1752,45.03,24,1.3948,REVERSING,147.4,117.3,72.87312,75.05856,1.5209
16.048,-0.1256,0.1743,44.90,24,1.3960,REVERSING,138.0,120.0,72.81660,74.99576,1.5222
16.064,-0.1265,0.1735,45.03,24,1.3972,REVERSING,134.2,121.9,72.75380,74.93924,1.5234
16.080,-0.1273,0.1726,45.03,24,1.3984,REVERSING,129.0,122.8,72.69728,74.88272,1.5245
16.096,-0.1282,0.1718,45.03,24,1.3995,REVERSING,112.8,121.5,72.64076,74.82620,1.5257
16.112,-0.1290,0.1710,45.03,24,1.4006,REVERSING,113.0,120.4,72.58424,74.76968,1.5269
16.128,-0.1298,0.1702,45.03,24,1.4018,REVERSING,105.7,118.4,72.52772,74.71316,1.5280
16.144,-0.1306,0.1694,45.03,24,1.4029,REVERSING,94.5,115.3,72.47120,74.65664,1.5292
16.160,-0.1315,0.1685,44.90,24,1.4041,REVERSING,91.1,112.1,72.41468,74.59384,1.5304
16.176,-0.1323,0.1676,45.03,24,1.4054,REVERSING,90.3,109.2,72.35188,74.53732,1.5316
16.192,-0.1332,0.1668,45.03,24,1.4065,REVERSING,69.5,104.0,72.29536,74.48080,1.5328
16.208,-0.1340,0.1660,45.03,24,1.4076,REVERSING,63.8,98.5,72.23884,74.42428,1.5339
16.224,-0.1348,0.1652,45.03,24,1.4088,REVERSING,69.4,94.7,72.18232,74.36776,1.5351
16.240,-0.1356,0.1644,45.03,24,1.4099,REVERSING,69.8,91.4,72.12580,74.31124,1.5363
16.256,-0.1364,0.1635,45.03,24,1.4111,REVERSING,64.1,87.7,72.06928,74.25472,1.5374
16.272,-0.1373,0.1627,45.03,24,1.4122,REVERSING,73.5,84.6,72.01276,74.19820,1.5386
16.288,-0.1381,0.1619,44.90,24,1.4134,REVERSING,65.4,82.0,71.95624,74.13540,1.5398
16.304,-0.1390,0.1610,45.03,24,1.4146,REVERSING,66.6,79.2,71.89344,74.07888,1.5410
16.320,-0.1398,0.1602,45.03,24,1.4158,REVERSING,69.3,77.9,71.83692,74.02236,1.5422
16.336,-0.1406,0.1593,45.03,24,1.4169,REVERSING,66.3,76.4,71.78040,73.96584,1.5433
16.352,-0.1414,0.1585,45.03,24,1.4181,REVERSING,69.6,74.7,71.72388,73.90932,1.5445
16.368,-0.1423,0.1577,45.03,24,1.4192,REVERSING,66.8,73.4,71.66736,73.85280,1.5457
16.384,-0.1431,0.1569,45.03,24,1.4204,REVERSING,71.3,73.1,71.61084,73.79628,1.5468
16.400,-0.1439,0.1561,45.03,24,1.4215,REVERSING,68.0,72.5,71.55432,73.73976,1.5480
16.416,-0.1448,0.1552,45.03,24,1.4228,REVERSING,65.3,70.9,71.49152,73.67696,1.5493
16.432,-0.1456,0.1543,45.03,24,1.4239,REVERSING,66.8,70.0,71.43500,73.62044,1.5504
16.448,-0.1464,0.1535,45.03,24,1.4251,REVERSING,66.3,69.5,71.37848,73.56392,1.5516
16.464,-0.1473,0.1527,45.03,24,1.4262,REVERSING,68.7,69.3,71.32196,73.50740,1.5527
16.480,-0.1481,0.1519,45.03,24,1.4274,REVERSING,61.8,68.2,71.26544,73.45088,1.5539
16.496,-0.1489,0.1511,45.03,24,1.4285,REVERSING,70.8,68.5,71.20892,73.39436,1.5551
16.512,-0.1497,0.1502,45.03,24,1.4297,REVERSING,66.5,68.3,71.15240,73.33784,1.5562
16.528,-0.1506,0.1494,44.90,24,1.4309,REVERSING,69.4,68.2,71.09588,73.27504,1.5574
16.544,-0.1514,0.1485,45.03,24,1.4321,REVERSING,68.1,68.1,71.03308,73.21852,1.5587
16.560,-0.1523,0.1477,45.03,24,1.4332,REVERSING,65.4,67.7,70.97656,73.16200,1.5598
16.576,-0.1531,0.1469,45.03,24,1.4344,REVERSING,70.5,67.3,70.92004,73.10548,1.5610
16.592,-0.1539,0.1461,45.03,24,1.4355,REVERSING,69.5,67.0,70.86352,73.04896,1.5621
16.608,-0.1547,0.1452,45.03,24,1.4367,REVERSING,70.9,67.3,70.80700,72.99244,1.5633
16.624,-0.1555,0.1444,45.03,24,1.4378,REVERSING,70.4,67.7,70.75048,72.93592,1.5644
16.640,-0.1564,0.1436,45.03,24,1.4390,REVERSING,69.1,67.8,70.69396,72.87940,1.5656
16.656,-0.1573,0.1427,45.03,24,1.4402,REVERSING,69.6,68.0,70.63116,72.81660,1.5669
16.672,-0.1581,0.1419,45.03,24,1.4414,REVERSING,69.5,67.2,70.57464,72.76008,1.5681
16.688,-0.1589,0.1410,45.03,24,1.4425,REVERSING,70.4,67.3,70.51812,72.70356,1.5692
16.704,-0.1597,0.1402,45.03,24,1.4437,REVERSING,71.8,67.8,70.46160,72.64704,1.5704
16.720,-0.1605,0.1394,45.03,24,1.4448,REVERSING,72.7,68.4,70.40508,72.59052,1.5715
