tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
0.032,-1.0000,-1.0000,0.00,39,0.1061,TRACKING,67.8,45.3,0.00000,0.00000,0.0000
0.048,-0.9997,-1.0000,0.65,39,0.1058,TRACKING,69.7,55.3,0.00000,0.03140,0.0003
0.064,-0.9995,-1.0000,1.55,39,0.1057,TRACKING,70.8,58.4,-0.01256,0.06280,0.0005
0.080,-0.9992,-1.0000,2.46,39,0.1055,TRACKING,72.8,61.2,-0.01884,0.10048,0.0008
0.096,-0.9988,-1.0000,3.11,39,0.1052,TRACKING,66.8,62.4,-0.01884,0.13188,0.0012
0.112,-0.9985,-0.9999,4.01,39,0.1050,TRACKING,67.1,63.3,-0.02512,0.16956,0.0015
0.128,-0.9981,-0.9999,4.79,39,0.1047,TRACKING,72.5,64.6,-0.02512,0.20724,0.0019
0.144,-0.9978,-0.9999,5.69,39,0.1045,TRACKING,70.1,65.5,-0.03140,0.24492,0.0022
0.160,-0.9974,-0.9998,6.47,39,0.1042,TRACKING,63.7,65.2,-0.03140,0.28260,0.0026
0.176,-0.9970,-0.9998,7.38,39,0.1038,TRACKING,68.1,65.6,-0.03140,0.32656,0.0030
0.192,-0.9966,-0.9997,8.15,39,0.1035,TRACKING,73.5,66.0,-0.03140,0.36424,0.0034
0.208,-0.9961,-0.9997,8.93,39,0.1031,TRACKING,68.5,66.0,-0.02512,0.40820,0.0039
0.224,-0.9956,-0.9996,9.84,39,0.1027,TRACKING,69.8,66.6,-0.02512,0.45216,0.0044
0.240,-0.9951,-0.9995,10.61,39,0.1023,TRACKING,67.5,66.7,-0.01884,0.49612,0.0049
0.256,-0.9946,-0.9994,11.39,39,0.1019,TRACKING,72.1,67.4,-0.01256,0.54008,0.0054
0.272,-0.9941,-0.9993,12.29,39,0.1014,TRACKING,67.3,66.6,-0.00628,0.59032,0.0060
0.288,-0.9936,-0.9992,13.07,39,0.1010,TRACKING,67.0,66.3,0.00000,0.63428,0.0065
0.304,-0.9930,-0.9990,13.98,39,0.1005,TRACKING,67.7,66.2,0.00628,0.68452,0.0071
0.320,-0.9924,-0.9989,14.88,39,0.1000,TRACKING,70.4,66.6,0.01256,0.73476,0.0077
0.336,-0.9918,-0.9987,15.66,39,0.0995,TRACKING,68.0,66.4,0.02512,0.78500,0.0083
0.352,-0.9912,-0.9985,16.43,39,0.0990,TRACKING,68.8,66.7,0.03768,0.83524,0.0089
0.368,-0.9905,-0.9983,17.34,39,0.0983,TRACKING,71.4,67.4,0.05024,0.89176,0.0097
0.384,-0.9899,-0.9981,18.12,39,0.0978,TRACKING,70.3,66.5,0.06280,0.94200,0.0103
0.400,-0.9892,-0.9979,19.02,39,0.0972,TRACKING,67.0,66.4,0.07536,0.99852,0.0110
0.416,-0.9885,-0.9977,19.80,39,0.0965,TRACKING,71.0,67.0,0.09420,1.05504,0.0118
0.432,-0.9878,-0.9974,20.71,39,0.0959,TRACKING,71.0,66.7,0.10676,1.11156,0.0125
0.448,-0.9871,-0.9971,21.48,39,0.0952,TRACKING,66.0,66.0,0.12560,1.16808,0.0133
0.464,-0.9864,-0.9968,22.26,39,0.0945,TRACKING,77.7,67.5,0.14444,1.22460,0.0140
0.480,-0.9856,-0.9965,23.16,39,0.0938,TRACKING,71.8,68.0,0.16328,1.28740,0.0149
0.496,-0.9849,-0.9962,23.81,39,0.0930,TRACKING,70.1,68.0,0.18840,1.34392,0.0157
0.512,-0.9841,-0.9958,24.72,39,0.0923,TRACKING,71.6,68.5,0.20724,1.40672,0.0165
0.528,-0.9833,-0.9955,25.49,39,0.0915,TRACKING,62.7,67.7,0.23236,1.46952,0.0174
0.544,-0.9825,-0.9951,26.40,39,0.0907,TRACKING,70.9,68.1,0.25120,1.53232,0.0183
0.560,-0.9817,-0.9947,27.18,39,0.0899,TRACKING,68.1,68.1,0.27632,1.59512,0.0192
0.576,-0.9809,-0.9942,27.82,39,0.0890,TRACKING,72.8,68.7,0.30772,1.65792,0.0201
0.592,-0.9801,-0.9938,28.60,39,0.0882,TRACKING,68.9,68.0,0.33284,1.72072,0.0210
0.608,-0.9792,-0.9934,29.25,39,0.0873,TRACKING,68.4,68.0,0.36424,1.78352,0.0220
0.624,-0.9784,-0.9929,30.15,39,0.0864,TRACKING,69.4,68.0,0.38936,1.85260,0.0230
0.640,-0.9776,-0.9924,30.80,39,0.0855,TRACKING,67.8,68.0,0.42076,1.91540,0.0239
0.656,-0.9767,-0.9919,31.45,39,0.0846,TRACKING,61.1,67.1,0.45216,1.97820,0.0249
0.672,-0.9758,-0.9913,32.09,39,0.0835,TRACKING,66.5,67.0,0.48984,2.04728,0.0260
0.688,-0.9750,-0.9908,32.74,39,0.0826,TRACKING,70.3,67.2,0.52124,2.11008,0.0270
0.704,-0.9741,-0.9902,33.39,39,0.0816,TRACKING,70.8,67.7,0.55892,2.17916,0.0281
0.720,-0.9732,-0.9896,34.03,39,0.0806,TRACKING,68.3,67.6,0.59660,2.24824,0.0292
0.736,-0.9724,-0.9890,34.68,39,0.1852,TRACKING,68.6,67.5,0.62800,2.31104,0.0301
0.752,-0.9714,-0.9883,35.07,39,0.1840,TRACKING,65.1,67.1,0.67824,2.38012,0.0313
0.768,-0.9703,-0.9876,35.59,39,0.1828,TRACKING,66.9,67.1,0.72848,2.45548,0.0326
0.784,-0.9693,-0.9869,35.98,39,0.1816,TRACKING,70.2,67.5,0.77872,2.52456,0.0339
0.800,-0.9682,-0.9861,36.36,39,0.1803,TRACKING,67.6,67.3,0.83524,2.59992,0.0352
0.816,-0.9673,-0.9854,36.75,39,0.1791,TRACKING,71.4,67.0,0.88548,2.66900,0.0364
0.832,-0.9662,-0.9846,37.27,39,0.1778,TRACKING,63.1,66.5,0.93572,2.74436,0.0377
0.848,-0.9652,-0.9838,37.53,39,0.1766,TRACKING,70.2,66.7,0.99224,2.81344,0.0390
0.864,-0.9641,-0.9830,37.92,38,0.1752,TRACKING,71.5,67.2,1.04876,2.88880,0.0404
0.880,-0.9632,-0.9822,38.30,38,0.1740,TRACKING,67.0,67.2,1.09900,2.95788,0.0416
0.896,-0.9621,-0.9814,38.69,38,0.1727,TRACKING,72.5,67.0,1.15552,3.03324,0.0429
0.912,-0.9611,-0.9805,39.08,38,0.1714,TRACKING,68.7,67.3,1.21204,3.10860,0.0443
0.928,-0.9601,-0.9797,39.34,38,0.1701,TRACKING,66.6,66.5,1.26856,3.17768,0.0456
0.944,-0.9590,-0.9788,39.60,38,0.1687,TRACKING,75.4,67.5,1.33136,3.25304,0.0470
0.960,-0.9579,-0.9780,39.99,38,0.1674,TRACKING,71.3,67.8,1.38788,3.32840,0.0483
0.976,-0.9569,-0.9771,40.38,38,0.1661,TRACKING,74.6,68.7,1.44440,3.40376,0.0497
0.992,-0.9558,-0.9762,40.63,38,0.1647,TRACKING,72.2,69.1,1.50720,3.47912,0.0511
1.008,-0.9548,-0.9753,40.89,38,0.1634,TRACKING,69.7,69.2,1.56372,3.54820,0.0524
1.024,-0.9538,-0.9744,41.15,38,0.1620,TRACKING,67.4,68.1,1.62652,3.62356,0.0538
1.040,-0.9527,-0.9735,41.41,38,0.1606,TRACKING,70.0,68.4,1.68932,3.69892,0.0552
1.056,-0.9517,-0.9726,41.80,38,0.1593,TRACKING,68.2,68.3,1.74584,3.77428,0.0566
1.072,-0.9506,-0.9716,42.06,38,0.1579,TRACKING,75.6,69.3,1.80864,3.84964,0.0580
1.088,-0.9496,-0.9707,42.32,38,0.1565,TRACKING,66.8,69.0,1.87144,3.92500,0.0594
1.104,-0.9486,-0.9697,42.58,38,0.1551,TRACKING,70.0,69.1,1.93424,4.00036,0.0608
1.120,-0.9475,-0.9687,42.83,38,0.1537,TRACKING,74.7,69.8,1.99704,4.07572,0.0622
1.136,-0.9465,-0.9678,43.09,38,0.1522,TRACKING,69.1,69.7,2.05984,4.15108,0.0637
1.152,-0.9454,-0.9668,43.22,38,0.1508,TRACKING,71.5,70.0,2.12892,4.22644,0.0651
1.168,-0.9443,-0.9657,43.61,38,0.1493,TRACKING,68.7,69.0,2.19172,4.30808,0.0666
1.184,-0.9433,-0.9648,43.87,38,0.1479,TRACKING,71.3,69.3,2.25452,4.38344,0.0680
1.200,-0.9422,-0.9637,44.00,38,0.1464,TRACKING,68.4,69.2,2.32360,4.45880,0.0695
1.216,-0.9412,-0.9628,44.26,38,0.1450,TRACKING,64.8,68.6,2.38640,4.53416,0.0709
1.232,-0.9402,-0.9617,44.39,38,0.1436,TRACKING,69.0,68.2,2.45548,4.60952,0.0724
1.248,-0.9391,-0.9607,44.65,38,0.1422,TRACKING,67.8,67.9,2.51828,4.68488,0.0738
1.264,-0.9381,-0.9596,44.90,38,0.1406,TRACKING,70.8,68.3,2.58736,4.76652,0.0754
1.280,-0.9370,-0.9586,45.03,38,0.1391,TRACKING,70.6,67.9,2.65644,4.84188,0.0769
1.296,-0.9360,-0.9576,45.29,38,0.1377,TRACKING,71.1,68.4,2.71924,4.91724,0.0783
1.312,-0.9350,-0.9565,45.42,38,0.1363,TRACKING,69.1,68.5,2.78832,4.99260,0.0798
1.328,-0.9339,-0.9554,45.68,38,0.1347,TRACKING,71.9,68.9,2.85740,5.07424,0.0813
1.344,-0.9328,-0.9544,45.81,38,0.1333,TRACKING,70.3,69.1,2.92648,5.14960,0.0828
1.360,-0.9318,-0.9533,45.94,38,0.1318,TRACKING,69.7,69.2,2.99556,5.22496,0.0843
1.376,-0.9307,-0.9522,46.20,38,0.1302,TRACKING,71.0,69.4,3.06464,5.30660,0.0858
1.392,-0.9297,-0.9511,46.33,38,0.1288,TRACKING,66.8,69.1,3.13372,5.38196,0.0873
1.408,-0.9287,-0.9501,46.46,38,0.1273,TRACKING,70.5,69.2,3.20280,5.45732,0.0888
1.424,-0.9276,-0.9489,46.72,38,0.1258,TRACKING,68.9,69.1,3.27188,5.53896,0.0903
1.440,-0.9266,-0.9479,46.85,38,0.1243,TRACKING,70.3,69.3,3.34096,5.61432,0.0918
1.456,-0.9256,-0.9467,47.10,38,0.1227,TRACKING,75.6,70.1,3.41004,5.69596,0.0933
1.472,-0.9246,-0.9456,47.23,38,0.1213,TRACKING,69.6,69.9,3.47912,5.77132,0.0948
1.488,-0.9236,-0.9446,47.36,38,0.1198,TRACKING,68.1,69.7,3.54820,5.84668,0.0963
1.504,-0.9225,-0.9434,47.49,38,0.1182,TRACKING,65.0,69.1,3.62356,5.92832,0.0979
1.520,-0.9215,-0.9423,47.62,38,0.1167,TRACKING,68.3,68.8,3.69264,6.00368,0.0994
1.536,-0.9204,-0.9411,47.88,38,0.1152,TRACKING,69.0,68.7,3.76172,6.08532,0.1009
1.552,-0.9194,-0.9400,47.88,38,0.1136,TRACKING,67.2,68.2,3.83708,6.16068,0.1025
1.568,-0.9184,-0.9388,48.14,38,0.1121,TRACKING,68.6,67.9,3.90616,6.24232,0.1040
1.584,-0.9173,-0.9377,48.14,38,0.1106,TRACKING,70.9,68.1,3.98152,6.31768,0.1056
1.600,-0.9163,-0.9365,48.40,38,0.1090,TRACKING,67.8,68.0,4.05060,6.39932,0.1071
1.616,-0.9153,-0.9354,48.40,38,0.1075,TRACKING,68.3,67.7,4.12596,6.47468,0.1087
1.632,-0.9143,-0.9342,48.66,38,0.1059,TRACKING,73.9,68.3,4.19504,6.55632,0.1102
1.648,-0.9132,-0.9331,48.66,38,0.1044,TRACKING,72.2,68.8,4.27040,6.63168,0.1117
1.664,-0.9122,-0.9319,48.92,38,0.1029,TRACKING,71.7,68.1,4.33948,6.71332,0.1133
1.680,-0.9112,-0.9307,49.05,38,0.1012,TRACKING,66.3,67.9,4.41484,6.79496,0.1149
1.696,-0.9102,-0.9296,49.18,38,0.0998,TRACKING,72.6,68.5,4.48392,6.87032,0.1164
1.712,-0.9091,-0.9283,49.30,38,0.0982,TRACKING,68.5,67.9,4.55928,6.95196,0.1180
1.728,-0.9081,-0.9272,49.30,38,0.0966,TRACKING,71.3,68.3,4.63464,7.02732,0.1195
1.744,-0.9071,-0.9260,49.56,38,0.0951,TRACKING,65.7,68.0,4.70372,7.10896,0.1211
1.760,-0.9061,-0.9248,49.56,38,0.0935,TRACKING,68.6,66.8,4.77908,7.18432,0.1226
1.776,-0.9051,-0.9236,49.69,38,0.0919,TRACKING,64.4,66.5,4.85444,7.26596,0.1242
1.792,-0.9040,-0.9224,49.82,38,0.0903,TRACKING,74.0,67.5,4.92980,7.34760,0.1258
1.808,-0.9031,-0.9212,49.95,38,0.0888,TRACKING,68.0,67.5,4.99888,7.42296,0.1273
1.824,-0.9021,-0.9200,50.08,38,0.0872,TRACKING,67.2,67.5,5.07424,7.50460,0.1289
1.840,-0.9010,-0.9188,50.21,38,0.0856,TRACKING,68.3,67.6,5.14960,7.58624,0.1305
1.856,-0.9000,-0.9176,50.21,38,0.0841,TRACKING,65.2,67.0,5.22496,7.66160,0.1321
1.872,-0.8990,-0.9163,50.34,38,0.0825,TRACKING,72.9,67.0,5.30032,7.74324,0.1337
1.888,-0.8981,-0.9152,50.47,38,0.0810,TRACKING,67.0,67.0,5.36940,7.81860,0.1352
1.904,-0.8970,-0.9140,50.60,38,0.1849,TRACKING,70.6,67.3,5.44476,7.90024,0.1368
1.920,-0.8960,-0.9127,50.47,38,0.1833,TRACKING,70.0,67.6,5.52640,7.97560,0.1384
1.936,-0.8950,-0.9114,50.47,38,0.1817,TRACKING,67.1,67.3,5.60804,8.05724,0.1401
1.952,-0.8939,-0.9102,50.34,38,0.1801,TRACKING,67.8,67.2,5.68968,8.13260,0.1417
1.968,-0.8929,-0.9089,50.34,38,0.1784,TRACKING,68.6,67.1,5.77132,8.21424,0.1434
1.984,-0.8919,-0.9077,50.34,38,0.1768,TRACKING,62.8,66.5,5.84668,8.28960,0.1449
2.000,-0.8908,-0.9065,50.21,37,0.1752,TRACKING,70.4,67.0,5.92832,8.36496,0.1465
2.016,-0.8898,-0.9052,50.21,37,0.1736,TRACKING,63.6,66.2,6.00996,8.44660,0.1482
2.032,-0.8887,-0.9040,50.08,37,0.1719,TRACKING,70.2,66.7,6.09160,8.52196,0.1498
2.048,-0.8877,-0.9027,50.08,37,0.1703,TRACKING,69.2,66.8,6.17324,8.60360,0.1515
2.064,-0.8866,-0.9014,49.95,37,0.1687,TRACKING,70.2,67.2,6.25488,8.67896,0.1531
2.080,-0.8856,-0.9002,49.95,37,0.1670,TRACKING,67.2,66.8,6.33652,8.76060,0.1547
2.096,-0.8846,-0.8990,49.95,37,0.1654,TRACKING,69.9,67.2,6.41188,8.83596,0.1563
2.112,-0.8835,-0.8977,49.95,37,0.1638,TRACKING,67.4,66.9,6.49352,8.91760,0.1580
2.128,-0.8825,-0.8965,49.82,37,0.1622,TRACKING,68.6,67.1,6.57516,8.99296,0.1596
2.144,-0.8814,-0.8952,49.82,37,0.1605,TRACKING,63.8,66.3,6.65680,9.07460,0.1612
2.160,-0.8803,-0.8940,49.69,37,0.1589,TRACKING,69.7,66.4,6.73844,9.14996,0.1629
2.176,-0.8793,-0.8927,49.69,37,0.1572,TRACKING,71.5,67.1,6.82008,9.23160,0.1645
2.192,-0.8782,-0.8914,49.69,37,0.1555,TRACKING,66.8,67.0,6.90172,9.31324,0.1662
2.208,-0.8771,-0.8902,49.56,37,0.1539,TRACKING,67.9,67.1,6.98336,9.38860,0.1678
2.224,-0.8761,-0.8889,49.69,37,0.1523,TRACKING,74.6,66.9,7.05872,9.47024,0.1694
2.240,-0.8750,-0.8877,49.56,37,0.1507,TRACKING,68.6,67.1,7.14036,9.54560,0.1710
2.256,-0.8740,-0.8864,49.56,37,0.1490,TRACKING,69.5,67.4,7.22200,9.62724,0.1727
2.272,-0.8729,-0.8852,49.56,37,0.1474,TRACKING,72.9,68.1,7.30364,9.70888,0.1744
2.288,-0.8718,-0.8840,49.43,37,0.1458,TRACKING,74.5,69.0,7.38528,9.78424,0.1760
2.304,-0.8707,-0.8827,49.43,37,0.1441,TRACKING,64.1,68.1,7.46692,9.86588,0.1777
2.320,-0.8696,-0.8814,49.43,37,0.1424,TRACKING,69.7,67.9,7.54856,9.94752,0.1793
2.336,-0.8686,-0.8802,49.30,37,0.1408,TRACKING,65.9,67.6,7.63020,10.02288,0.1809
2.352,-0.8675,-0.8789,49.30,37,0.1391,TRACKING,70.6,68.0,7.71184,10.10452,0.1826
2.368,-0.8664,-0.8776,49.30,37,0.1375,TRACKING,72.8,68.6,7.79348,10.18616,0.1843
2.384,-0.8654,-0.8764,49.18,37,0.1358,TRACKING,70.3,67.9,7.87512,10.26152,0.1859
2.400,-0.8643,-0.8752,49.30,37,0.1342,TRACKING,66.9,67.7,7.95048,10.34316,0.1875
2.416,-0.8632,-0.8739,49.30,37,0.1326,TRACKING,67.4,67.4,8.03212,10.42480,0.1892
2.432,-0.8622,-0.8727,49.18,37,0.1310,TRACKING,73.9,68.3,8.11376,10.50016,0.1908
2.448,-0.8611,-0.8715,49.18,37,0.1293,TRACKING,69.0,68.4,8.19540,10.58180,0.1925
2.464,-0.8600,-0.8702,49.18,37,0.1276,TRACKING,70.0,68.6,8.27704,10.66344,0.1941
2.480,-0.8589,-0.8690,49.05,37,0.1260,TRACKING,72.6,67.6,8.35868,10.73880,0.1957
2.496,-0.8578,-0.8677,49.05,37,0.1243,TRACKING,66.8,67.5,8.44032,10.82044,0.1974
2.512,-0.8567,-0.8664,49.05,37,0.1227,TRACKING,66.3,67.3,8.52196,10.90208,0.1991
2.528,-0.8556,-0.8652,49.05,37,0.1210,TRACKING,74.3,68.2,8.60360,10.98372,0.2008
2.544,-0.8546,-0.8640,48.92,37,0.1194,TRACKING,66.1,67.9,8.68524,11.05908,0.2024
2.560,-0.8535,-0.8627,48.92,37,0.1177,TRACKING,68.4,67.8,8.76688,11.14072,0.2041
2.576,-0.8524,-0.8614,48.92,37,0.1160,TRACKING,65.0,67.5,8.84852,11.22236,0.2057
2.592,-0.8513,-0.8602,48.92,37,0.1143,TRACKING,73.0,68.2,8.93016,11.30400,0.2074
2.608,-0.8502,-0.8590,48.79,37,0.1127,TRACKING,76.5,67.5,9.01180,11.37936,0.2090
2.624,-0.8491,-0.8577,48.79,37,0.1111,TRACKING,68.7,67.6,9.09344,11.46100,0.2107
2.640,-0.8480,-0.8565,48.79,37,0.1094,TRACKING,69.0,67.8,9.17508,11.54264,0.2124
2.656,-0.8470,-0.8552,48.92,37,0.1078,TRACKING,68.2,67.9,9.25044,11.62428,0.2140
2.672,-0.8459,-0.8540,48.79,37,0.1062,TRACKING,75.1,68.8,9.33208,11.69964,0.2156
2.688,-0.8448,-0.8528,48.79,37,0.1045,TRACKING,69.3,68.9,9.41372,11.78128,0.2172
2.704,-0.8437,-0.8515,48.79,37,0.1028,TRACKING,66.4,68.5,9.49536,11.86292,0.2189
2.720,-0.8426,-0.8503,48.79,37,0.1012,TRACKING,67.3,68.4,9.57700,11.94456,0.2206
2.736,-0.8415,-0.8490,48.79,37,0.0995,TRACKING,70.6,68.0,9.65864,12.02620,0.2223
2.752,-0.8404,-0.8478,48.66,37,0.0979,TRACKING,67.9,67.2,9.74028,12.10156,0.2239
2.768,-0.8393,-0.8465,48.66,37,0.0962,TRACKING,72.3,67.9,9.82192,12.18320,0.2256
2.784,-0.8382,-0.8453,48.66,37,0.0945,TRACKING,69.1,68.0,9.90356,12.26484,0.2272
2.800,-0.8371,-0.8440,48.66,37,0.0929,TRACKING,70.1,68.3,9.98520,12.34648,0.2289
2.816,-0.8360,-0.8428,48.66,37,0.0912,TRACKING,67.1,68.1,10.06684,12.42812,0.2306
2.832,-0.8349,-0.8416,48.53,37,0.0896,TRACKING,70.4,67.6,10.14848,12.50348,0.2322
2.848,-0.8338,-0.8403,48.53,37,0.0879,TRACKING,72.7,67.7,10.23012,12.58512,0.2339
2.864,-0.8327,-0.8390,48.53,37,0.0862,TRACKING,71.1,68.0,10.31176,12.66676,0.2355
2.880,-0.8316,-0.8378,48.53,37,0.0845,TRACKING,69.9,67.9,10.39340,12.74840,0.2372
2.896,-0.8305,-0.8365,48.53,37,0.0829,TRACKING,64.7,67.5,10.47504,12.83004,0.2389
2.912,-0.8294,-0.8353,48.53,37,0.0812,TRACKING,73.3,68.2,10.55668,12.91168,0.2406
2.928,-0.8283,-0.8341,48.40,37,0.1856,TRACKING,70.5,68.1,10.63832,12.98704,0.2422
2.944,-0.8272,-0.8328,48.40,37,0.1839,TRACKING,64.6,67.6,10.71996,13.06868,0.2438
2.960,-0.8262,-0.8317,48.40,37,0.1824,TRACKING,66.7,67.3,10.79532,13.14404,0.2454
2.976,-0.8251,-0.8305,48.27,37,0.1808,TRACKING,70.5,67.7,10.87696,13.21940,0.2470
2.992,-0.8241,-0.8293,48.14,37,0.1792,TRACKING,67.4,67.5,10.95860,13.29476,0.2486
3.008,-0.8229,-0.8280,48.14,37,0.1775,TRACKING,69.1,67.7,11.04024,13.37640,0.2503
3.024,-0.8219,-0.8268,48.01,36,0.1759,TRACKING,63.5,67.1,11.12188,13.45176,0.2519
3.040,-0.8208,-0.8257,48.01,36,0.1743,TRACKING,69.4,67.4,11.19724,13.52712,0.2534
3.056,-0.8197,-0.8244,48.01,36,0.1727,TRACKING,64.8,66.6,11.27888,13.60876,0.2551
3.072,-0.8186,-0.8232,47.88,36,0.1711,TRACKING,66.9,66.5,11.36052,13.68412,0.2567
3.088,-0.8176,-0.8220,47.75,36,0.1695,TRACKING,68.1,66.7,11.44216,13.75948,0.2583
3.104,-0.8164,-0.8208,47.75,36,0.1678,TRACKING,67.2,66.8,11.52380,13.84112,0.2600
3.120,-0.8154,-0.8197,47.75,36,0.1662,TRACKING,64.1,66.4,11.59916,13.91648,0.2615
3.136,-0.8143,-0.8184,47.75,36,0.1646,TRACKING,65.2,66.2,11.68080,13.99812,0.2632
3.152,-0.8132,-0.8172,47.62,36,0.1630,TRACKING,70.2,66.7,11.76244,14.07348,0.2648
3.168,-0.8121,-0.8160,47.49,36,0.1613,TRACKING,67.7,66.4,11.84408,14.14884,0.2664
3.184,-0.8110,-0.8148,47.49,36,0.1597,TRACKING,65.3,66.2,11.92572,14.23048,0.2681
3.200,-0.8099,-0.8136,47.36,36,0.1581,TRACKING,66.4,66.1,12.00736,14.30584,0.2697
3.216,-0.8087,-0.8124,47.36,36,0.1564,TRACKING,69.4,66.5,12.08900,14.38748,0.2714
3.232,-0.8077,-0.8113,47.36,36,0.1548,TRACKING,65.7,66.4,12.16436,14.46284,0.2729
3.248,-0.8066,-0.8100,47.36,36,0.1532,TRACKING,71.1,67.0,12.24600,14.54448,0.2746
3.264,-0.8054,-0.8088,47.36,36,0.1515,TRACKING,68.8,66.6,12.32764,14.62612,0.2763
3.280,-0.8043,-0.8076,47.23,36,0.1499,TRACKING,70.4,67.1,12.40928,14.70148,0.2779
3.296,-0.8032,-0.8064,47.23,36,0.1482,TRACKING,70.1,67.4,12.49092,14.78312,0.2796
3.312,-0.8021,-0.8052,47.10,36,0.1466,TRACKING,72.7,67.7,12.57256,14.85848,0.2812
3.328,-0.8010,-0.8040,47.10,36,0.1449,TRACKING,73.6,68.5,12.65420,14.94012,0.2828
3.344,-0.7999,-0.8028,47.10,36,0.1434,TRACKING,71.2,68.7,12.72956,15.01548,0.2844
3.360,-0.7988,-0.8016,47.10,36,0.1417,TRACKING,69.4,68.2,12.81120,15.09712,0.2861
3.376,-0.7977,-0.8004,46.98,36,0.1401,TRACKING,72.7,68.8,12.89284,15.17248,0.2877
3.392,-0.7965,-0.7992,46.98,36,0.1384,TRACKING,68.0,68.7,12.97448,15.25412,0.2893
3.408,-0.7954,-0.7980,46.98,36,0.1368,TRACKING,68.6,68.4,13.05612,15.33576,0.2910
3.424,-0.7943,-0.7968,46.85,36,0.1352,TRACKING,71.5,68.8,13.13776,15.41112,0.2926
3.440,-0.7932,-0.7956,46.85,36,0.1335,TRACKING,68.3,68.6,13.21940,15.49276,0.2943
3.456,-0.7920,-0.7944,46.72,36,0.1319,TRACKING,73.8,68.5,13.30104,15.56812,0.2959
3.472,-0.7909,-0.7932,46.72,36,0.1302,TRACKING,64.6,68.0,13.38268,15.64976,0.2976
3.488,-0.7898,-0.7920,46.72,36,0.1285,TRACKING,69.6,68.2,13.46432,15.73140,0.2993
3.504,-0.7887,-0.7909,46.72,36,0.1270,TRACKING,72.5,68.8,13.53968,15.80676,0.3008
3.520,-0.7875,-0.7896,46.72,36,0.1253,TRACKING,70.8,69.0,13.62132,15.88840,0.3025
3.536,-0.7864,-0.7884,46.72,36,0.1236,TRACKING,69.6,69.1,13.70296,15.97004,0.3041
3.552,-0.7853,-0.7873,46.59,36,0.1220,TRACKING,64.9,68.4,13.78460,16.04540,0.3058
3.568,-0.7841,-0.7860,46.59,36,0.1203,TRACKING,72.1,68.3,13.86624,16.12704,0.3074
3.584,-0.7830,-0.7848,46.59,36,0.1187,TRACKING,67.9,68.3,13.94788,16.20868,0.3091
3.600,-0.7819,-0.7837,46.46,36,0.1171,TRACKING,70.0,68.5,14.02952,16.28404,0.3107
3.616,-0.7807,-0.7824,46.46,36,0.1154,TRACKING,68.1,67.8,14.11116,16.36568,0.3124
3.632,-0.7796,-0.7812,46.46,36,0.1137,TRACKING,70.0,68.1,14.19280,16.44732,0.3141
3.648,-0.7784,-0.7800,46.46,36,0.1120,TRACKING,67.2,68.0,14.27444,16.52896,0.3157
3.664,-0.7773,-0.7789,46.33,36,0.1104,TRACKING,70.3,68.3,14.35608,16.60432,0.3173
3.680,-0.7762,-0.7776,46.33,36,0.1088,TRACKING,66.6,68.1,14.43772,16.68596,0.3190
3.696,-0.7750,-0.7764,46.33,36,0.1071,TRACKING,70.1,67.9,14.51936,16.76760,0.3207
3.712,-0.7739,-0.7752,46.33,36,0.1054,TRACKING,64.1,67.4,14.60100,16.84924,0.3224
3.728,-0.7727,-0.7741,46.20,36,0.1038,TRACKING,67.1,67.3,14.68264,16.92460,0.3240
3.744,-0.7716,-0.7729,46.33,36,0.1022,TRACKING,68.8,67.5,14.75800,17.00624,0.3256
3.760,-0.7705,-0.7717,46.33,36,0.1005,TRACKING,67.2,67.5,14.83964,17.08788,0.3273
3.776,-0.7693,-0.7705,46.33,36,0.0989,TRACKING,65.1,66.8,14.92128,17.16952,0.3289
3.792,-0.7682,-0.7693,46.20,36,0.0972,TRACKING,71.9,67.4,15.00292,17.24488,0.3305
3.808,-0.7670,-0.7681,46.20,36,0.0956,TRACKING,72.1,68.1,15.08456,17.32652,0.3322
3.824,-0.7659,-0.7669,46.20,36,0.0939,TRACKING,70.3,68.4,15.16620,17.40816,0.3339
3.840,-0.7647,-0.7657,46.20,36,0.0922,TRACKING,71.6,68.8,15.24784,17.48980,0.3356
3.856,-0.7636,-0.7645,46.07,36,0.0906,TRACKING,68.6,67.9,15.32948,17.56516,0.3372
3.872,-0.7625,-0.7633,46.07,36,0.0889,TRACKING,67.6,67.6,15.41112,17.64680,0.3388
3.888,-0.7613,-0.7621,46.07,36,0.0873,TRACKING,70.5,68.0,15.49276,17.72844,0.3405
3.904,-0.7601,-0.7609,46.07,36,0.0856,TRACKING,69.2,68.1,15.57440,17.81008,0.3422
3.920,-0.7590,-0.7597,46.07,36,0.0839,TRACKING,71.9,68.3,15.65604,17.89172,0.3439
3.936,-0.7579,-0.7586,45.94,36,0.0823,TRACKING,66.3,68.0,15.73768,17.96708,0.3455
3.952,-0.7567,-0.7573,45.94,36,0.0806,TRACKING,70.0,67.9,15.81932,18.04872,0.3471
3.968,-0.7555,-0.7561,45.94,36,0.1850,TRACKING,66.6,67.7,15.90096,18.13036,0.3488
3.984,-0.7544,-0.7549,45.94,36,0.1834,TRACKING,69.8,68.0,15.98260,18.21200,0.3505
